"Commit","RefactoringType","Before","After","BeforeLOC","AfterLOC"
"a6313d1bda6fb25bc53d8ef3b6d7dd67e05503aa"
"ac54591d1e140e33fdc681088548ba438cbceda1"
"0debad4c833d0fd9bac5b4763c5ed840e0483f5e"
"d4600a284639968f705c0264dc855188093c5298"
"399346e51a4b8c6bff0d8c2125a776131062955c"
"4baad44bcfd7dc710b9eae78e6652b0cdc1f0d50"
"f23da62a9b5c27e20195627b692fc31e7713c218"
"a033e40b7b0fc5e0ea3786ed0df39e32deac2f38"
"6efd549a1a6d28228fa29484e342ba79e9d45f46"
"23cc785989878d420539a02bdaab44e467bfe486","EXTRACT","{Function redis_xdelex_cmd(RedisSock, char, int, short, void) at redis_commands.c:6015}","{Function redis_cmd_append_delex_mode(smart_string, xdelExMode) at redis_commands.c:6013}","45","9"
"b192b0e454256eac36e840f0760aa3330878c778"
"3401462e00fc48c45466287eb88552462930c13a"
"7d4fa6137c0bbea8cc3357a7fed45757c558fee6"
"d24528e190437a47b53582f5d0b246266546db3e"
"8e1c2789a4e192907f20ce8ffbf4390b7ac4f649"
"c17f475caa0cbdfc5a58777c59085113f7c25add"
"0981c2b7d76b7d4e085196cc28fb60c0db728185"
"8ef349a2d9ac04cab26bf74c13053a8299d82702"
"26cf6d9494cb13a1228ede4fcdd595a7c24e801a"
"49919b0ec507d73f7a4d388efdb8d858579bbe69"
"8b4cfb725f0468a076e8d57a4310bdab8185a1c2"
"635d87d535e15626b8df5493bfa15bd1a7a661d9"
"41922b6740f605869f3a0832d0cece90bef8fc8e","CHANGE_SIGNATURE","{Function redis_cmd_append_sstr_mset_kvals(smart_string, RedisSock, HashTable) at redis_commands.c:1965}","{Function redis_cmd_append_sstr_mset_kvals(smart_string, RedisSock, HashTable, short) at redis_commands.c:1965}","15","15"
"bd4989e004bee119e70f7ed253e9e1faad9007a1"
"86eabb86eb4efad7bd3daf5735b4205ba6e13231","EXTRACT","{Function redis_set_cmd(RedisSock, char, int, short, void) at redis_commands.c:2332}","{Function redis_cmd_append_sstr_set_type(smart_string, redisSetType) at redis_commands.c:2513}","121","7"
"86eabb86eb4efad7bd3daf5735b4205ba6e13231","EXTRACT_MOVE","{Function redis_set_cmd(RedisSock, char, int, short, void) at redis_commands.c:2332}","{Function Z_PARAM_ZVAL() at redis_commands.c:2586}","121","5"
"86eabb86eb4efad7bd3daf5735b4205ba6e13231","EXTRACT","{Function redis_mset_cmd(RedisSock, char, char, int, short, void) at redis_commands.c:1926}","{Function redis_cmd_append_sstr_mset_kvals(smart_string, RedisSock, HashTable) at redis_commands.c:1965}","31","15"
"730dec06b60adab297ca2acc24b69b77bae9bf2d"
"76286d88a9c1d7776c7cb89ef707806948c903ca"
"a46700cfc89d643856c72444cf57e444a33184f0"
"e9e338b567338703deb58fa24ec55a705a28e3e5"
"d5b1576e272baea1724210d640ef48e3e8e41c0f"
"5fe0862109fc085fef3801114d3ab1136e332a4b"
"38e56d573858f713e12c3f699c77910c6091b686"
"9edc24257913d6effcdbec7cdfdc22db01b0054d"
"d45c4d294c8d00358c63d4dcd8edf1eb37f008e7"
"ae69e47a08955305a319623ed7954c149c9c2765"
"9b17434e3dfc2e80e2ca87fc5e4bb6a0fdba0b4d"
"4cf670fed3608470a5b10463596525dce736a7f7"
"e460a8595af666c5106cf4a9ff4d363f59a9610f"
"1297c48c1473f7cba74d511b6cd57ceb640e9ca7"
"b30fe1d1c70d28ef4bacb702cc29e06ee88c2460"
"9e9ccbd441686ce252aa86d9c9d4a18346620542"
"abce1655b96719126b2d926a42ae29b743ad18c9"
"ecdc290bba19c48d27fc14f1fa74d2187c791a7b"
"10c0bf0fcfa3ff93065ace2fbcbd3cbcdc9f3fb0"
"d6437f5e95df1edc4396e2b4e69fe0899342502a"
"107cc7aacb88597c8bfe9492387a9d0cb8417c71"
"00c62de277e8c93ba6c18bfe9b713478ac49dd75"
"e2dd13ce7b756ffd358939b1f557f4b4b00abf6e"
"025b0e9772c1c2381965156306b78766b39cf50f","CHANGE_SIGNATURE","{Function redis_pool_get_sock(redis_pool, char) at redis_session.c:236}","{Function redis_pool_get_sock(redis_pool, zend_string) at redis_session.c:252}","20","21"
