"083293ea0dc2ebc77f282c2803720a2bb5f21a80"
"7d8309ef05c15ebbe98cc484606979001f8c46f3","RENAME","{Function test_firewall_command_notdarwin(mock_pf_get_dev, mock_ioctl, mock_stdout) at sshuttle/tests/test_methods_pf.py:115}","{Function test_firewall_command_freebsd(mock_pf_get_dev, mock_ioctl, mock_stdout) at sshuttle/tests/test_methods_pf.py:115}","17","17"
"7d8309ef05c15ebbe98cc484606979001f8c46f3","EXTRACT","{Function setup_firewall(self, port, dnsport, nslist, family, subnets, udp) at sshuttle/methods/pf.py:193}","{Function add_rules(self, rules) at sshuttle/methods/pf.py:123}","63","4"
"7d8309ef05c15ebbe98cc484606979001f8c46f3","RENAME","{Function test_setup_firewall_notdarwin(mock_pf_get_dev, mock_ioctl, mock_pfctl) at sshuttle/tests/test_methods_pf.py:229}","{Function test_setup_firewall_freebsd(mock_pf_get_dev, mock_ioctl, mock_pfctl) at sshuttle/tests/test_methods_pf.py:229}","74","74"
"7d8309ef05c15ebbe98cc484606979001f8c46f3","EXTRACT","{Function setup_firewall(self, port, dnsport, nslist, family, subnets, udp) at sshuttle/methods/pf.py:193}","{Function add_anchors(self, status) at sshuttle/methods/pf.py:99}","63","6"
"b7d37e44fb9748ac20eff55213bc342a5cf69830"
"4a954c547a5ec7b91d2d9122e284b33822caf634"
"4fcf7c73da1394e5466ea00898c8c489903fd28c"
"ba8e948c0d7da960184daea1fa4fea0f7ffb9810"
"e06f0240cb38b954b412257baa815ef8a8534ebf"
"517fc2c9309b4c111580d99273c4bb8bf1b823e2"
"11533869a88a9bc1d9b0e1b32503d63b542db4ff"
"0392a779a2a2e3bdaef976354c335fca92900419"
"ee26157faacd15047f1707648792805619e541ea"
"0bdfb883aa2e7bb2ea9bfb1f8e53b7cba022b875"
"ff9756f290749c24865ac77daa4243c426da73d5"
"59865269ac03698df010b2d017e0772cbca5e06c"
"28017303f2edfb03b84b4e0058a96acb012eb03d"
"c5af6fef8c310f3be603e294bc79bf81c05b3f2f"
"6835183b373e595fd182bd27846ef32adeb0bc7a"
"242c266e7dcfcfcdc1700627a957dbc87289f899"
"7408ab3c535b01cb82fc1905858fd53e7abe028b"
"ea10ff1305d64c26a1474f71bcbce107f1d7f2df"
"d9939b8460074ca27844a4664172545fe8d669fc"
"80f363842d6f9fdb2d9d4f5df454db7bb5554c27"
"262affe94fff020aafddc3491c677a5b7853bf66"
"d80b590a71c48933969fe04190e748067561c8c3"
"7f0b5c698b6336f91c9587f2dc10e2439d0f73bd","MOVE","{Function parse_subnet4(s) at sshuttle/__main__.py:14}","{Function parse_subnet4(s) at sshuttle/cmdline.py:14}","15","15"
"7f0b5c698b6336f91c9587f2dc10e2439d0f73bd","MOVE","{Function parse_subnet6(s) at sshuttle/__main__.py:32}","{Function parse_subnet6(s) at sshuttle/cmdline.py:32}","12","12"
"7f0b5c698b6336f91c9587f2dc10e2439d0f73bd","MOVE","{Function parse_subnets(subnets_str) at sshuttle/__main__.py:69}","{Function parse_subnets(subnets_str) at sshuttle/cmdline.py:69}","9","9"
"7f0b5c698b6336f91c9587f2dc10e2439d0f73bd","MOVE","{Function parse_list(list) at sshuttle/__main__.py:109}","{Function parse_list(list) at sshuttle/cmdline.py:109}","2","2"
"7f0b5c698b6336f91c9587f2dc10e2439d0f73bd","MOVE","{Function parse_subnet_file(s) at sshuttle/__main__.py:47}","{Function parse_subnet_file(s) at sshuttle/cmdline.py:47}","17","17"
"7f0b5c698b6336f91c9587f2dc10e2439d0f73bd","MOVE","{Function parse_ipport4(s) at sshuttle/__main__.py:81}","{Function parse_ipport4(s) at sshuttle/cmdline.py:81}","15","15"
"7f0b5c698b6336f91c9587f2dc10e2439d0f73bd","MOVE","{Function parse_ipport6(s) at sshuttle/__main__.py:99}","{Function parse_ipport6(s) at sshuttle/cmdline.py:99}","8","8"
"f59508f41b5543159a3ada57ffdb4bd11a805b54"
"329867a090a56edb93aa8caf91acae42ddbb91c1"
"1e82571b3d7f34c0760c63ba8553024db86c29bc"
"aab973f12e24a50b57b026cf31ff86fb19b1abd5"
"d982b365217e65008d591d30d91989557fd89747"
"a90877b49bb66416fca1d377e0726416bacc3161"
"fc5545ccdebab55ff503790c2a0b3d534411a55d"
"629c386dc5e72eed9f442993d379263d68064547"
"45f572f7a8626424cc003c021495ed89c00c61db"
"e7fe040e10844fb23323daa1710ca654646eac05"
"2e237b8fbe573ba129bc1c72ca884aea615fc882"
"098916a8dea5625c5dd0d5224ef2581c50158ef8"
"d3624332dcda60325fc7e6bb9641792a8f73c264"
"b4b283b2145f937248e90032d6944178278fb1f5"
"1c46f25e1349e0f4cbacbd97d478fab73ac03b07"
"11838d65c2e5b48827bef560c793f6667a7d6b22","RENAME","{Function test_firewall_command(mock_pf_get_dev, mock_ioctl, mock_stdout) at sshuttle/tests/test_methods_pf.py:90}","{Function test_firewall_command_darwin(mock_pf_get_dev, mock_ioctl, mock_stdout) at sshuttle/tests/test_methods_pf.py:92}","17","17"
"e433c599e40bc47c7b0e4d16934815c84b26eea8"
"ba60d22478252ce3aa235a1a42a9b3bbab7fd3c2"
"3db38c992ac51ff7d9a5764fe4e8aa202212c019"
"1e81bf3dfc125bab97a81c4070d7f95c7d2cf212"
"7362ba9f5256103a276cd5301caa13ffe1cc12a7"
"b207d1d0d632b60e6fa57315c8aa5489ef56e277"
"56e3b22820fe9f2128d67927abe2c4236c5ade89"
"02fa49627ff406cb990d0c7653a86bf3f5aa3109"
"ce5187100c43dbf2822458a8a04e104a90d970a0"
"bdc7d3a97cb1ee56a2401051150c9f35ef2d58ad"
"90654b4fb95f608ae955cee5e3befd0041ac1c4a","INLINE","{Function check_settings(self, udp, dns) at sshuttle/methods/tproxy.py:271}","{Function main(listenip_v6, listenip_v4, ssh_cmd, remotename, python, latency_control, dns, nslist, method_name, seed_hosts, auto_nets, subnets_include, subnets_exclude, daemon, pidfile) at sshuttle/client.py:493}","12","208"
"90654b4fb95f608ae955cee5e3befd0041ac1c4a","RENAME","{Function test_get_supported_features() at sshuttle/tests/test_methods_tproxy.py:6}","{Function test_get_supported_features_norecvmsg() at sshuttle/tests/test_methods_tproxy.py:16}","5","6"
"90654b4fb95f608ae955cee5e3befd0041ac1c4a","INLINE","{Function check_settings(self, udp, dns) at sshuttle/methods/__init__.py:65}","{Function main(listenip_v6, listenip_v4, ssh_cmd, remotename, python, latency_control, dns, nslist, method_name, seed_hosts, auto_nets, subnets_include, subnets_exclude, daemon, pidfile) at sshuttle/client.py:493}","3","208"
"6b4e36c5280f6886f413b43d76d15a5c74b897bc"
"eed917f062150593b746c3b2b4067a319a30d9e0"
"74f2d9ca7e2b6a476bc082d5e1b59d3a39e1ef5f"
"1e04eb1616ae984eb01294e3c73011a34bc51bef"
"117afc7a68e75fcfe7cdb11f8d8a277767b61552"
"c61984088bbc86894a27f32436c80a3f14903d6c","RENAME","{Function test_setup_firewall(mock_pf_get_dev, mock_ioctl, mock_pfctl) at sshuttle/tests/test_methods_pf.py:112}","{Function test_setup_firewall_darwin(mock_pf_get_dev, mock_ioctl, mock_pfctl) at sshuttle/tests/test_methods_pf.py:113}","74","74"
"e63e1213547ac057fa3864c16a08eea2b18d6b58"
"2b235331d06c90b2e42294fabddea3dc1d3176b9","EXTRACT","{Function setup_firewall(self, port, dnsport, nslist, family, subnets, udp) at sshuttle/methods/nat.py:14}","{Function restore_firewall(self, port, family, udp) at sshuttle/methods/nat.py:66}","57","25"
"2b235331d06c90b2e42294fabddea3dc1d3176b9","EXTRACT","{Function setup_firewall(self, port, dnsport, nslist, family, subnets, udp) at sshuttle/methods/tproxy.py:147}","{Function restore_firewall(self, port, family, udp) at sshuttle/methods/tproxy.py:233}","97","32"
"2eeea9536afe87cbe21f9417768a6977c2bb11d1"
"9a77d03edf08965d7cc6678d4befeac420d9eaa8","CHANGE_SIGNATURE","{Function _main(tcp_listener, udp_listener, fw, ssh_cmd, remotename, python, latency_control, dns_listener, seed_hosts, auto_nets, syslog, daemon) at sshuttle/client.py:390}","{Function _main(tcp_listener, udp_listener, fw, ssh_cmd, remotename, python, latency_control, dns_listener, seed_hosts, auto_nets, daemon) at sshuttle/client.py:388}","108","103"
"9a77d03edf08965d7cc6678d4befeac420d9eaa8","CHANGE_SIGNATURE","{Function main(listenip_v6, listenip_v4, ssh_cmd, remotename, python, latency_control, dns, nslist, method_name, seed_hosts, auto_nets, subnets_include, subnets_exclude, syslog, daemon, pidfile) at sshuttle/client.py:500}","{Function main(listenip_v6, listenip_v4, ssh_cmd, remotename, python, latency_control, dns, nslist, method_name, seed_hosts, auto_nets, subnets_include, subnets_exclude, daemon, pidfile) at sshuttle/client.py:493}","165","162"
"4fdd715bc109416929806776c60b6e181f6787cd"
"bea723c5987951b258c969dce54b0a487f44da82"
"1ae4fce6b3562898d8d9f4a3db29855ca7cea6e2"
"118171af7fe7d57fe28d27a581d92ea2e63820ae"
"3367124e6b3d9ef01228329fc58328ed43cce83a"
"aaa6062329064eaaf3e0c94dc5f2def80512d2ab"
"da4ce19121ffbded893763456b9ab4b4f29751bd"
"12d4b304c32910eac4ba97793b7d600de307de2a"
"bd97506f7d6cf52365e0d93311c95c94decc81c7","CHANGE_SIGNATURE","{Function test_main(mock_get_method, mock_setup_daemon) at sshuttle/tests/test_firewall.py:67}","{Function test_main(mock_get_method, mock_setup_daemon, mock_rewrite_etc_hosts) at sshuttle/tests/test_firewall.py:64}","43","41"
"53c07f7d90696712aeffde556eddb50cd163b172","CHANGE_SIGNATURE","{Function rewrite_etc_hosts(port) at sshuttle/firewall.py:16}","{Function rewrite_etc_hosts(hostmap, port) at sshuttle/firewall.py:15}","32","32"
"7e0c1534df464b0458d5694736bb0f08dc9467e6"
"a3fbf860ff0d676fe0cb73325b4487ba3ca31d78"
"7a9e36d211bdc76c08353774df515ae4ce1c65ac"
"65e81d51c6968b46bd035dada54213b654a580b8"
"43084eb49aab5f7e85b270ca977c2f238efa1e3f"
"bbb4d31c3f974ebf0856e4ad07b2014e8a5266f8"
"f7682d4c33e87cd0676603e8fe71b10170e057ad"
"d07a775d50fb21dcf345abd636376c82a030c4c7"
"50a6e87237f482310c8d02b0050e2e3f24c8f8ec"
"ed0a92e7143203e2332a7003e159b9143088f2ec"
"36a1d7ead9f9962d74a4ec7529e4932502a056b1"
"43d6ad6a51453f45ce4d69462ccd4a25872bf0c1"
"61f9ae6fb4fcfe89afb381ccb42123ff54c1329e"
"191df92824ee12eac17edf9bae995702bafe5aaa"
"6dfbc467c0e0a6585a123d7426afbc5431abc6b5"
"c06c972039b94225cc06e9f7f70f28a4c2ace116"
"698351cf448294c62dbe79532592cf77bdab7014"
"13457c773bf992a17b677f4cbd4441fda77865f7"
"780997e8a72a1321f2469635d9e0abdf86a4c7b3"
"d41579c265632c90572eac272dbc050d672fd2f0"
"974f9aee8165c7e93804f34da30e84c532d6ef93"
"4252e81fb050071ef79ab0ad9fa59d481b824dbc"
"7e10fc0756863c4cbbab53b72448af612127e857"
"2c2ee12e5844be2cbd729b6e932505ed2b4ccd2a"
"256ed7d2447a977f63c33b26b52ac6fa91be12aa"
"151634cd8c29f5d0876c7cf52af30a070c619a02"
"c0748c23880c19c80c61d8d2b9177c1cbb3de4f0"
"71d46d77bf2fd94a8351b9944feff9275687043b","CHANGE_SIGNATURE","{Function callback(self) at sshuttle/ssnet.py:304}","{Function callback(self, sock) at sshuttle/ssnet.py:304}","18","18"
"71d46d77bf2fd94a8351b9944feff9275687043b","CHANGE_SIGNATURE","{Function callback(self) at sshuttle/server.py:159}","{Function callback(self, sock) at sshuttle/server.py:159}","17","17"
"71d46d77bf2fd94a8351b9944feff9275687043b","CHANGE_SIGNATURE","{Function callback(self) at sshuttle/ssnet.py:470}","{Function callback(self, sock) at sshuttle/ssnet.py:470}","6","6"
"71d46d77bf2fd94a8351b9944feff9275687043b","CHANGE_SIGNATURE","{Function callback(self) at sshuttle/ssnet.py:263}","{Function callback(self, sock) at sshuttle/ssnet.py:263}","9","9"
"71d46d77bf2fd94a8351b9944feff9275687043b","CHANGE_SIGNATURE","{Function callback(self) at sshuttle/server.py:198}","{Function callback(self, sock) at sshuttle/server.py:198}","9","9"
"71d46d77bf2fd94a8351b9944feff9275687043b","CHANGE_SIGNATURE","{Function hostwatch_ready() at sshuttle/server.py:239}","{Function hostwatch_ready(sock) at sshuttle/server.py:239}","14","14"
"c1083e983f5b7fd822e60ce1b74899c3ee724a22"
"9944b976290989d6d63db14eadab7ffb7b660a5d"
"eaad54f68b724753a9789369eb7219de66faf455"
"6ebf76a5d8e2d55008f026d7876653f2b9f9bb2e"
"51eb7862c4ee23786d258951c263260bd4602e73"
"75b6865a1d8819721635a496cf263a60e5141357"
"e3a1c56e541b4c7ad99f6a8b9a8b993bf75b369a"
"99050aacb356a50f00f73635a1664284bd95802d"
"021e6f57af228f9b53d049fee9bd1aca574b12c4"
"9cc6d636843179d836222e1849994375b199bb52"
"43566ebda6e0e0885e60fc085590b672e0424abf"
"537899c1dfbe4068328bb9e7a0ce3662aaa6d945"
"641a193d3dc3b7aaf08ec1a28279d56760d64fa6"
"71d17e449e2efd048c63c9a258e2c131322807a4"
"9d443e41556f3b87be4a6ad10bc5baaac4d71d41","CHANGE_SIGNATURE","{Function test_main() at sshuttle/tests/test_firewall.py:66}","{Function test_main(mock_get_method, mock_setup_daemon) at sshuttle/tests/test_firewall.py:67}","36","32"
"cf0aaa7134265df9a16a51f749c9531062f88799"
"54de23aae376b1ae0d1700867e250e4efab34a38","EXTRACT","{Function main(method_name, syslog) at sshuttle/firewall.py:62}","{Function setup_daemon() at sshuttle/firewall.py:55}","161","21"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","EXTRACT_MOVE","{Function onaccept_tcp(listener, method, mux, handlers) at sshuttle/client.py:399}","{Function get_tcp_dstip(self, sock) at sshuttle/methods/tproxy.py:111}","39","2"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function pf_add_anchor_rule(type, name) at sshuttle/firewall.py:682}","{Function pf_add_anchor_rule(type, name) at sshuttle/methods/pf.py:120}","24","24"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function recv_udp(listener, bufsize) at sshuttle/client.py:116}","{Function recv_udp(listener, bufsize) at sshuttle/methods/tproxy.py:97}","4","4"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE_RENAME","{Function ipt(*args) at sshuttle/firewall.py:97}","{Function _ipt(*args) at sshuttle/methods/tproxy.py:150}","2","2"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function pfctl(args, stdin) at sshuttle/firewall.py:468}","{Function pfctl(args, stdin) at sshuttle/methods/pf.py:14}","12","12"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function _udp_unpack(p) at sshuttle/firewall.py:313}","{Function _udp_unpack(p) at sshuttle/methods/ipfw.py:83}","4","4"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE_RENAME","{Function do_iptables_tproxy(port, dnsport, nslist, family, subnets, udp) at sshuttle/firewall.py:145}","{Function setup_firewall(self, port, dnsport, nslist, family, subnets, udp) at sshuttle/methods/tproxy.py:142}","98","99"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE_RENAME","{Function _ipt_ttl(family, *args) at sshuttle/firewall.py:62}","{Function ipt_ttl(family, *args) at sshuttle/linux.py:46}","17","17"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function pf_query_nat(family, proto, src_ip, src_port, dst_ip, dst_port) at sshuttle/firewall.py:658}","{Function pf_query_nat(family, proto, src_ip, src_port, dst_ip, dst_port) at sshuttle/methods/pf.py:96}","22","22"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","EXTRACT_MOVE","{Function main(listenip_v6, listenip_v4, ssh_cmd, remotename, python, latency_control, dns, nslist, method, seed_hosts, auto_nets, subnets_include, subnets_exclude, syslog, daemon, pidfile) at sshuttle/client.py:619}","{Function check_settings(self, udp, dns) at sshuttle/methods/tproxy.py:242}","179","12"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE_RENAME","{Function do_pf(port, dnsport, nslist, family, subnets, udp) at sshuttle/firewall.py:484}","{Function setup_firewall(self, port, dnsport, nslist, family, subnets, udp) at sshuttle/methods/pf.py:167}","54","57"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","EXTRACT_MOVE","{Function main(listenip_v6, listenip_v4, ssh_cmd, remotename, python, latency_control, dns, nslist, method, seed_hosts, auto_nets, subnets_include, subnets_exclude, syslog, daemon, pidfile) at sshuttle/client.py:619}","{Function check_settings(self, udp, dns) at sshuttle/methods/__init__.py:59}","179","3"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function ipfw(*args) at sshuttle/firewall.py:348}","{Function ipfw(*args) at sshuttle/methods/ipfw.py:118}","6","6"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","EXTRACT_MOVE","{Function ondns(listener, method, mux, handlers) at sshuttle/client.py:497}","{Function recv_udp(self, udp_listener, bufsize) at sshuttle/methods/tproxy.py:114}","15","8"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE_RENAME","{Function do_ipfw(port, dnsport, nslist, family, subnets, udp) at sshuttle/firewall.py:356}","{Function setup_firewall(self, port, dnsport, nslist, family, subnets, udp) at sshuttle/methods/ipfw.py:128}","110","110"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","EXTRACT_MOVE","{Function main(listenip_v6, listenip_v4, ssh_cmd, remotename, python, latency_control, dns, nslist, method, seed_hosts, auto_nets, subnets_include, subnets_exclude, syslog, daemon, pidfile) at sshuttle/client.py:619}","{Function setup_udp_listener(self, udp_listener) at sshuttle/methods/tproxy.py:134}","179","7"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function _udp_repack(p, src, dst) at sshuttle/firewall.py:319}","{Function _udp_repack(p, src, dst) at sshuttle/methods/ipfw.py:89}","4","4"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function recv_udp(listener, bufsize) at sshuttle/client.py:52}","{Function recv_udp(listener, bufsize) at sshuttle/methods/tproxy.py:33}","30","30"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","EXTRACT_MOVE","{Function onaccept_udp(listener, method, mux, handlers) at sshuttle/client.py:456}","{Function recv_udp(self, udp_listener, bufsize) at sshuttle/methods/tproxy.py:114}","22","8"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function recv_udp(listener, bufsize) at sshuttle/client.py:83}","{Function recv_udp(listener, bufsize) at sshuttle/methods/tproxy.py:64}","32","32"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","EXTRACT_MOVE","{Function onaccept_tcp(listener, method, mux, handlers) at sshuttle/client.py:399}","{Function get_tcp_dstip(self, sock) at sshuttle/methods/__init__.py:39}","39","2"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function _sysctl_set(name, val) at sshuttle/firewall.py:280}","{Function _sysctl_set(name, val) at sshuttle/methods/ipfw.py:50}","4","4"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function ipt_chain_exists(family, table, name) at sshuttle/firewall.py:29}","{Function ipt_chain_exists(family, table, name) at sshuttle/linux.py:13}","15","15"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE_RENAME","{Function ipt(*args) at sshuttle/firewall.py:153}","{Function _ipt(*args) at sshuttle/methods/nat.py:25}","2","2"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE_RENAME","{Function pf_dst(sock) at sshuttle/client.py:191}","{Function get_tcp_dstip(self, sock) at sshuttle/methods/pf.py:148}","15","18"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","CHANGE_SIGNATURE","{Function _main(tcp_listener, udp_listener, fw, ssh_cmd, remotename, python, latency_control, dns_listener, method, seed_hosts, auto_nets, syslog, daemon) at sshuttle/client.py:514}","{Function _main(tcp_listener, udp_listener, fw, ssh_cmd, remotename, python, latency_control, dns_listener, seed_hosts, auto_nets, syslog, daemon) at sshuttle/client.py:379}","103","106"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","CHANGE_SIGNATURE","{Function main(listenip_v6, listenip_v4, ssh_cmd, remotename, python, latency_control, dns, nslist, method, seed_hosts, auto_nets, subnets_include, subnets_exclude, syslog, daemon, pidfile) at sshuttle/client.py:619}","{Function main(listenip_v6, listenip_v4, ssh_cmd, remotename, python, latency_control, dns, nslist, method_name, seed_hosts, auto_nets, subnets_include, subnets_exclude, syslog, daemon, pidfile) at sshuttle/client.py:487}","179","169"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function do_wait() at sshuttle/firewall.py:455}","{Function do_wait() at sshuttle/methods/ipfw.py:227}","7","7"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","EXTRACT_MOVE","{Function main(listenip_v6, listenip_v4, ssh_cmd, remotename, python, latency_control, dns, nslist, method, seed_hosts, auto_nets, subnets_include, subnets_exclude, syslog, daemon, pidfile) at sshuttle/client.py:619}","{Function setup_tcp_listener(self, tcp_listener) at sshuttle/methods/tproxy.py:131}","179","2"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function ipfw_rule_exists(n) at sshuttle/firewall.py:245}","{Function ipfw_rule_exists(n) at sshuttle/methods/ipfw.py:15}","16","16"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function nonfatal(func, *args) at sshuttle/firewall.py:22}","{Function nonfatal(func, *args) at sshuttle/linux.py:6}","5","5"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE_RENAME","{Function program_exists(name) at sshuttle/firewall.py:540}","{Function _program_exists(name) at sshuttle/methods/__init__.py:70}","6","6"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function pf_get_dev() at sshuttle/firewall.py:650}","{Function pf_get_dev() at sshuttle/methods/pf.py:88}","6","6"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","EXTRACT_MOVE","{Function dns_done(chan, data, method, sock, srcip, dstip, mux) at sshuttle/client.py:480}","{Function send_udp(self, sock, srcip, dstip, data) at sshuttle/methods/tproxy.py:123}","15","7"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function _fill_oldctls(prefix) at sshuttle/firewall.py:266}","{Function _fill_oldctls(prefix) at sshuttle/methods/ipfw.py:36}","12","12"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","EXTRACT_MOVE","{Function main(port_v6, port_v4, dnsport_v6, dnsport_v4, nslist, method, udp, syslog) at sshuttle/firewall.py:716}","{Function firewall_command(self, line) at sshuttle/methods/pf.py:225}","145","12"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE_RENAME","{Function ipt_ttl(*args) at sshuttle/firewall.py:156}","{Function _ipt_ttl(*args) at sshuttle/methods/nat.py:28}","2","2"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","CHANGE_SIGNATURE","{Function main(port_v6, port_v4, dnsport_v6, dnsport_v4, nslist, method, udp, syslog) at sshuttle/firewall.py:716}","{Function main(method_name, syslog) at sshuttle/firewall.py:62}","145","161"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function original_dst(sock) at sshuttle/client.py:208}","{Function original_dst(sock) at sshuttle/methods/__init__.py:9}","14","14"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","CHANGE_SIGNATURE","{Function __init__(self, port_v6, port_v4, subnets_include, subnets_exclude, dnsport_v6, dnsport_v4, nslist, method, udp) at sshuttle/client.py:283}","{Function __init__(self, method_name) at sshuttle/client.py:157}","58","53"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE_RENAME","{Function do_iptables_nat(port, dnsport, nslist, family, subnets, udp) at sshuttle/firewall.py:86}","{Function setup_firewall(self, port, dnsport, nslist, family, subnets, udp) at sshuttle/methods/nat.py:14}","57","57"
"ac723694bf6e1c8604d653bd9ba7c5cc6cd1c95a","MOVE","{Function sysctl_set(name, val, permanent) at sshuttle/firewall.py:289}","{Function sysctl_set(name, val, permanent) at sshuttle/methods/ipfw.py:59}","22","22"
