"Commit","RefactoringType","Before","After","BeforeLOC","AfterLOC"
"4a14f83b1659a4315105e6a77a3c098b709863a4","CHANGE_SIGNATURE","{Method syntheticSourceByDefault() at x-pack/plugin/esql/qa/server/src/main/java/org/elasticsearch/xpack/esql/qa/rest/AllSupportedFieldsTestCase.java:671}","{Method syntheticSourceByDefault(IndexMode) at x-pack/plugin/esql/qa/server/src/main/java/org/elasticsearch/xpack/esql/qa/rest/AllSupportedFieldsTestCase.java:1024}","6","6"
"4a14f83b1659a4315105e6a77a3c098b709863a4","CHANGE_SIGNATURE","{Method resolveIndices(String, Set, ActionListener) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/session/IndexResolver.java:103}","{Method resolveIndices(String, Set, TransportVersion, ActionListener) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/session/IndexResolver.java:108}","10","11"
"4a14f83b1659a4315105e6a77a3c098b709863a4","CHANGE_SIGNATURE","{Method onQuerySuccess(EsqlQueryRequest, ActionListener, Result, PlanTelemetry) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/execution/PlanExecutor.java:105}","{Method onQuerySuccess(EsqlQueryRequest, ActionListener, Versioned, PlanTelemetry) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/execution/PlanExecutor.java:114}","5","5"
"4a14f83b1659a4315105e6a77a3c098b709863a4","CHANGE_SIGNATURE","{Method esql(EsqlQueryRequest, String, AnalyzerSettings, EnrichPolicyResolver, EsqlExecutionInfo, IndicesExpressionGrouper, EsqlSession.PlanRunner, TransportActionServices, ActionListener) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/execution/PlanExecutor.java:77}","{Method esql(EsqlQueryRequest, String, TransportVersion, AnalyzerSettings, EnrichPolicyResolver, EsqlExecutionInfo, IndicesExpressionGrouper, EsqlSession.PlanRunner, TransportActionServices, ActionListener) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/execution/PlanExecutor.java:80}","27","28"
"4a14f83b1659a4315105e6a77a3c098b709863a4","CHANGE_SIGNATURE","{Method lookupPolicies(Collection, boolean, Collection, EsqlExecutionInfo, ActionListener) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/enrich/EnrichPolicyResolver.java:309}","{Method lookupPolicies(Collection, boolean, Collection, EsqlExecutionInfo, TransportVersion, ActionListener) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/enrich/EnrichPolicyResolver.java:325}","54","54"
"4a14f83b1659a4315105e6a77a3c098b709863a4","CHANGE_SIGNATURE","{Method resolvePolicies(List, EsqlExecutionInfo, ActionListener) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/enrich/EnrichPolicyResolver.java:118}","{Method resolvePolicies(List, EsqlExecutionInfo, TransportVersion, ActionListener) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/enrich/EnrichPolicyResolver.java:131}","13","14"
"4a14f83b1659a4315105e6a77a3c098b709863a4","CHANGE_SIGNATURE","{Method doResolveIndices(FieldCapabilitiesRequest, String, boolean, boolean, OriginalIndexExtractor, ActionListener) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/session/IndexResolver.java:171}","{Method doResolveIndices(FieldCapabilitiesRequest, String, TransportVersion, boolean, boolean, OriginalIndexExtractor, ActionListener) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/session/IndexResolver.java:207}","13","28"
"4a14f83b1659a4315105e6a77a3c098b709863a4","CHANGE_SIGNATURE","{Method expectedValue(DataType, NodeInfo) at x-pack/plugin/esql/qa/server/src/main/java/org/elasticsearch/xpack/esql/qa/rest/AllSupportedFieldsTestCase.java:528}","{Method expectedValue(DataType, TransportVersion, TransportVersion, IndexMode, MappedFieldType.FieldExtractPreference) at x-pack/plugin/esql/qa/server/src/main/java/org/elasticsearch/xpack/esql/qa/rest/AllSupportedFieldsTestCase.java:860}","35","37"
"4a14f83b1659a4315105e6a77a3c098b709863a4","EXTRACT","{Method new(MappedFieldType.FieldExtractPreference, IndexMode) at x-pack/plugin/esql/qa/server/src/main/java/org/elasticsearch/xpack/esql/qa/rest/AllSupportedFieldsTestCase.java:98}","{Method indexMode() at x-pack/plugin/esql/qa/server/src/main/java/org/elasticsearch/xpack/esql/qa/rest/AllSupportedFieldsTestCase.java:105}","4","3"
"4a14f83b1659a4315105e6a77a3c098b709863a4","RENAME","{Method nodeToInfo() at x-pack/plugin/esql/qa/server/src/main/java/org/elasticsearch/xpack/esql/qa/rest/AllSupportedFieldsTestCase.java:107}","{Method localNodeToInfo() at x-pack/plugin/esql/qa/server/src/main/java/org/elasticsearch/xpack/esql/qa/rest/AllSupportedFieldsTestCase.java:120}","6","6"
"4a14f83b1659a4315105e6a77a3c098b709863a4","CHANGE_SIGNATURE","{Method createAllTypesIndex(RestClient, String, String) at x-pack/plugin/esql/qa/server/src/main/java/org/elasticsearch/xpack/esql/qa/rest/AllSupportedFieldsTestCase.java:436}","{Method createAllTypesIndex(RestClient, String, String, IndexMode) at x-pack/plugin/esql/qa/server/src/main/java/org/elasticsearch/xpack/esql/qa/rest/AllSupportedFieldsTestCase.java:726}","31","37"
"c95dcea9045b375923c404501400f8c39688bd77","EXTRACT_MOVE","{Method buildAggregation(long) at server/src/main/java/org/elasticsearch/search/aggregations/metrics/TopHitsAggregator.java:172}","{Method score() at server/src/main/java/org/elasticsearch/search/aggregations/metrics/TopHitsAggregator.java:319}","53","3"
"e24330e0d46e10bb930c97e3fc81c28fc901b0b1"
"eb50071c60a1861c206d6b6e52ee124f72c4b232"
"38de56720c91448b7dab2d1563c8752e09e45deb","RENAME","{Method testIndexSettingAutoAllSupported() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:169}","{Method testAutoModeSupportedVectorType() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:84}","17","18"
"38de56720c91448b7dab2d1563c8752e09e45deb","RENAME","{Method testIndexSettingOnIndexLicenseNotSupportedThrows() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:148}","{Method testTrueModeLicenseNotSupported() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:181}","20","19"
"38de56720c91448b7dab2d1563c8752e09e45deb","RENAME","{Method testIndexSettingAutoLicenseNotSupported() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:187}","{Method testAutoModeLicenseNotSupported() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:122}","18","19"
"38de56720c91448b7dab2d1563c8752e09e45deb","RENAME","{Method testIndexSettingOnIndexAllSupported() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:113}","{Method testTrueModeSupportedVectorType() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:143}","17","18"
"38de56720c91448b7dab2d1563c8752e09e45deb","RENAME","{Method testIndexSettingAutoIndexTypeNotSupported() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:206}","{Method testAutoModeUnsupportedVectorType() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:103}","17","18"
"38de56720c91448b7dab2d1563c8752e09e45deb","RENAME","{Method testIndexSettingOff() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:224}","{Method testFalseModeNeverUsesGpu() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithGPUIT.java:202}","17","18"
"38de56720c91448b7dab2d1563c8752e09e45deb","RENAME","{Method testIndexSettingAutoGPUNotSupported() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithoutGPUIT.java:79}","{Method testAutoModeWithoutGPU() at x-pack/plugin/gpu/src/internalClusterTest/java/org/elasticsearch/xpack/gpu/GPUPluginInitializationWithoutGPUIT.java:51}","17","18"
"43e48e001e852bfd743336b17710d0029319fc6b"
"ce09ebff28209011e544d747b1a56cf1e891fc99","INLINE","{Method errorMessage(ExecutableSection, Throwable) at test/yaml-rest-runner/src/main/java/org/elasticsearch/test/rest/yaml/ESClientYamlSuiteTestCase.java:544}","{Method executeSection(ExecutableSection) at test/yaml-rest-runner/src/main/java/org/elasticsearch/test/rest/yaml/ESClientYamlSuiteTestCase.java:533}","3","22"
"fa98de5af547c4448918f7e180e22a51fa8b2b5b"
"27ab5919eaa413176b8313fd711fd011ed402b65"
"c9e1f9246261bb2a344351d4097d56fb2b149548"
"724e8faa864d3ffb09bdb3b89c486045c5635695"
"708c011e12abec32af33eabdd842b633c1b389da","MOVE","{Method write(Fields, NormsProducer) at server/src/main/java/org/elasticsearch/index/codec/tsdb/TSDBSyntheticIdCodec.java:244}","{Method write(Fields, NormsProducer) at server/src/main/java/org/elasticsearch/index/codec/tsdb/TSDBSyntheticIdPostingsFormat.java:64}","10","12"
"c6cdc01c0a5df2addfe5ddeba279da083c9a9469","INLINE","{Method getValuesFromDocValues(SortedBinaryDocValues, int) at modules/mapper-extras/src/main/java/org/elasticsearch/index/mapper/extras/MatchOnlyTextFieldMapper.java:377}","{Method docValuesFieldFetcher(IndexFieldData) at modules/mapper-extras/src/main/java/org/elasticsearch/index/mapper/extras/MatchOnlyTextFieldMapper.java:360}","11","16"
"ca09313f181a305fac891905c6416d46977d312c"
"b5478c4ade8e6a9475517ba691ade49ea30ba114"
"84e4fc7eea50f6ebf2eba0aabbdc235cf01f603c"
"8fd9b867e9f1b888dce3bd931385a28e83890f36"
"de80605f54ab7ed4ba1bde21af45d2e99f279e59"
"c4514ef021c3b9588b7689254cc70df7aa5a82b0"
"927636008f777b2d187f463492af9308b574728d"
"b27dc5c6164fa813700d545247edae706fb9e0e3"
"e83e89a360233ece085e068e665115c8228eddc4"
"ee72be07433e2935b09ec4ac3711df0366343fd3"
"aed9d8479184965bd65289c3989d59e6d646b531"
"aedf9e3dc8674a17c4c5571ba6719555c6bea269"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","EXTRACT_MOVE","{Method hashCode() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/UnresolvedRelation.java:138}","{Method indexMode() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/SourceCommand.java:41}","3","3"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","EXTRACT_MOVE","{Method new(Source, IndexPattern, boolean, List, IndexMode, String) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/UnresolvedRelation.java:68}","{Method indexMode() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/SourceCommand.java:41}","3","3"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","RENAME","{Class PromqlParamsTests at x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/parser/promql/PromqlParamsTests.java:31}","{Class PromqlParserTests at x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/parser/promql/PromqlParserTests.java:33}","169","182"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","MOVE","{Method unquote(String, int) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:398}","{Method unquote(String, int) at x-pack/plugin/esql/qa/testFixtures/src/main/java/org/elasticsearch/xpack/esql/EsqlTestUtils.java:1371}","3","3"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","MOVE","{Method unquoteAndRequoteAsRemote(String, boolean) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:376}","{Method unquoteAndRequoteAsRemote(String, boolean) at x-pack/plugin/esql/qa/testFixtures/src/main/java/org/elasticsearch/xpack/esql/EsqlTestUtils.java:1349}","17","17"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","EXTRACT_MOVE","{Method indexMode() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/UnresolvedRelation.java:128}","{Method indexMode() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/SourceCommand.java:41}","3","3"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","EXTRACT_MOVE","{Method equals(Object) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/UnresolvedRelation.java:143}","{Method indexMode() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/SourceCommand.java:41}","16","3"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","EXTRACT_MOVE","{Method convertToRemoteIndices(CsvSpecReader.CsvTestCase) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:297}","{Method addRemoteIndices(String, Set, boolean) at x-pack/plugin/esql/qa/testFixtures/src/main/java/org/elasticsearch/xpack/esql/EsqlTestUtils.java:1287}","55","40"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","EXTRACT_MOVE","{Method visitRelation(Source, IndexMode, EsqlBaseParser.IndexPatternAndMetadataFieldsContext) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/LogicalPlanBuilder.java:356}","{Method UNQUOTED_SOURCE() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlBaseParser.java:8262}","56","1"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","EXTRACT_MOVE","{Method visitStatsCommand(EsqlBaseParser.StatsCommandContext) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/LogicalPlanBuilder.java:464}","{Method indexMode() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/SourceCommand.java:41}","12","3"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","MOVE","{Method quote(String, int) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:394}","{Method quote(String, int) at x-pack/plugin/esql/qa/testFixtures/src/main/java/org/elasticsearch/xpack/esql/EsqlTestUtils.java:1367}","3","3"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","EXTRACT_MOVE","{Method isTimeSeriesMode() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/UnresolvedRelation.java:174}","{Method indexMode() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/SourceCommand.java:41}","3","3"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","EXTRACT_MOVE","{Method new(Source, IndexPattern, boolean, List, IndexMode, String, String) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/UnresolvedRelation.java:51}","{Method indexMode() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/SourceCommand.java:41}","9","3"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","CHANGE_SIGNATURE","{Method visitRelation(Source, IndexMode, EsqlBaseParser.IndexPatternAndMetadataFieldsContext) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/LogicalPlanBuilder.java:356}","{Method visitRelation(Source, SourceCommand, EsqlBaseParser.IndexPatternAndMetadataFieldsContext) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/LogicalPlanBuilder.java:357}","56","55"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","INTERNAL_MOVE","{Method promqlCommand() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlBaseParser.java:639}","{Method promqlCommand() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlBaseParser.java:494}","3","3"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","EXTRACT_MOVE","{Method visitRelation(Source, IndexMode, EsqlBaseParser.IndexPatternAndMetadataFieldsContext) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/LogicalPlanBuilder.java:356}","{Method new(IndexMode) at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/SourceCommand.java:22}","56","3"
"8a132d22675ffad991cdbf75fae2ad8813d9f0fd","EXTRACT_MOVE","{Method info() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/UnresolvedRelation.java:83}","{Method indexMode() at x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/SourceCommand.java:41}","3","3"
"3324f0a084c06eb6ce1422111be061c02e7a942c"
"074dc72592b9242637cf280768ce23d832730510","EXTRACT","{Method validate(String, Settings, boolean, boolean) at server/src/main/java/org/elasticsearch/common/settings/AbstractScopedSettings.java:560}","{Method findSimilarKeys(String) at server/src/main/java/org/elasticsearch/common/settings/AbstractScopedSettings.java:651}","77","12"
"0ec9e7868d32de6bf08550cba31108d9e7c46535"
"f66a99a5339ce53869cbc3ca424b063e127fce3c"
"edcc94cb0be6145dffdfcdc3ffe872cf5e2a9551"
"a993b94530385e13d1e325721a54d272956c5af6"
"28992e64235f4f0905444d1b564779475feede64","MOVE","{Method exceedsLowWatermark(Settings, ClusterSettings, long, long) at x-pack/plugin/deprecation/src/main/java/org/elasticsearch/xpack/deprecation/TransportNodeDeprecationCheckAction.java:189}","{Method exceedsLowWatermark(ClusterSettings, DiskUsage) at x-pack/plugin/deprecation/src/main/java/org/elasticsearch/xpack/deprecation/TransportDeprecationInfoAction.java:465}","7","6"
"28992e64235f4f0905444d1b564779475feede64","CHANGE_SIGNATURE","{Method new(Settings, ThreadPool, XPackLicenseState, ClusterService, TransportService, PluginsService, ActionFilters, ClusterInfoService) at x-pack/plugin/deprecation/src/main/java/org/elasticsearch/xpack/deprecation/TransportNodeDeprecationCheckAction.java:66}","{Method new(Settings, ThreadPool, XPackLicenseState, ClusterService, TransportService, PluginsService, ActionFilters) at x-pack/plugin/deprecation/src/main/java/org/elasticsearch/xpack/deprecation/TransportNodeDeprecationCheckAction.java:55}","18","17"
"28992e64235f4f0905444d1b564779475feede64","CHANGE_SIGNATURE","{Method new(Settings, TransportService, ClusterService, ThreadPool, ActionFilters, IndexNameExpressionResolver, NodeClient, NamedXContentRegistry, ProjectResolver) at x-pack/plugin/deprecation/src/main/java/org/elasticsearch/xpack/deprecation/TransportDeprecationInfoAction.java:84}","{Method new(Settings, TransportService, ClusterService, ThreadPool, ActionFilters, IndexNameExpressionResolver, NodeClient, NamedXContentRegistry, ClusterInfoService, ProjectResolver) at x-pack/plugin/deprecation/src/main/java/org/elasticsearch/xpack/deprecation/TransportDeprecationInfoAction.java:99}","28","29"
"8c2f569f17430af28c24890056c396ad9c2dd24b"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method cloneRequests(Request, int) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:274}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastExponentialHistogramByTimestampAggregatorFunction.java:184}","19","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method closeRemoveFeaturesService() at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:199}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstExponentialHistogramByTimestampGroupingAggregatorFunction.java:318}","3","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method cloneRequests(Request, int) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:274}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstExponentialHistogramByTimestampGroupingAggregatorFunction.java:318}","19","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method cloneRequests(Request, int) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:274}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastExponentialHistogramByTimestampGroupingAggregatorFunction.java:318}","19","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method close() at x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/ExponentialHistogramStates.java:175}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstExponentialHistogramByTimestampGroupingAggregatorFunction.java:318}","7","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method close() at x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/ExponentialHistogramStates.java:80}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstExponentialHistogramByTimestampAggregatorFunction.java:184}","4","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method closeRemoveFeaturesService() at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:199}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstExponentialHistogramByTimestampAggregatorFunction.java:184}","3","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method closeRemoveFeaturesService() at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:199}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastExponentialHistogramByTimestampGroupingAggregatorFunction.java:318}","3","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method close() at x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/ExponentialHistogramStates.java:80}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastExponentialHistogramByTimestampAggregatorFunction.java:184}","4","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method twoClients(RestClient, RestClient) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:238}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstExponentialHistogramByTimestampAggregatorFunction.java:184}","30","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method closeRemoveFeaturesService() at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:199}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastExponentialHistogramByTimestampAggregatorFunction.java:184}","3","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method twoClients(RestClient, RestClient) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:238}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastExponentialHistogramByTimestampGroupingAggregatorFunction.java:318}","30","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method close() at x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/ExponentialHistogramStates.java:175}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstExponentialHistogramByTimestampAggregatorFunction.java:184}","7","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method twoClients(RestClient, RestClient) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:238}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastExponentialHistogramByTimestampAggregatorFunction.java:184}","30","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method twoClients(RestClient, RestClient) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:238}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstExponentialHistogramByTimestampGroupingAggregatorFunction.java:318}","30","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method close() at x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/ExponentialHistogramStates.java:80}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastExponentialHistogramByTimestampGroupingAggregatorFunction.java:318}","4","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method cloneRequests(Request, int) at x-pack/plugin/esql/qa/server/multi-clusters/src/javaRestTest/java/org/elasticsearch/xpack/esql/ccq/MultiClusterSpecIT.java:274}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstExponentialHistogramByTimestampAggregatorFunction.java:184}","19","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method close() at x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/ExponentialHistogramStates.java:80}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstExponentialHistogramByTimestampGroupingAggregatorFunction.java:318}","4","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method close() at x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/ExponentialHistogramStates.java:175}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastExponentialHistogramByTimestampAggregatorFunction.java:184}","7","3"
"f6ffd56c1bd9919701135e9122b2cac6caff342f","EXTRACT_MOVE","{Method close() at x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/ExponentialHistogramStates.java:175}","{Method close() at x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastExponentialHistogramByTimestampGroupingAggregatorFunction.java:318}","7","3"
"1c6a0aefba819bf96653cfc0d116298d3784005a"
"751d79da240c2ecfd4288547401de0568b2271ff"
"7b57bb16c54381a54df48275f0e3fad6a4cced8e"
"20b6da601c88939b305d03e1724fe6a90b722e24"
"abaef06ded10522b48ed1d7f7a5e343d1d8cd0db"
"3f6f84fbc6239ce0297fa6777770db04e5ad4cc1"
"9aac5638c48c01a5eb7e06e66a25d7498ecacb14"
"9df48a69113739d115de9854ddc6c77f1c553519"
