repository,commit,type,before,after
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function c_next(seq_file, void, loff_t) at arch/m68k/kernel/setup.c:454}","{Function c_next(seq_file, void, loff_t) at arch/m68k/kernel/setup_mm.c:454})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function fpemu_signal(int, int, void) at arch/m68k/kernel/traps.c:1197}","{Function fpemu_signal(int, int, void) at arch/m68k/kernel/traps_mm.c:1197})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function sys_execve(char, __user, __user) at arch/m68k/kernel/process.c:317}","{Function sys_execve(char, __user, __user) at arch/m68k/kernel/process_mm.c:317})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function m68k_setup_node(int) at arch/m68k/mm/init.c:47}","{Function m68k_setup_node(int) at arch/m68k/mm/init_mm.c:47})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File gpio.c at arch/m68knommu/platform/5307/gpio.c:1}","{File gpio.c at arch/m68k/platform/5307/gpio.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function cpu_idle() at arch/m68k/kernel/process.c:91}","{Function cpu_idle() at arch/m68k/kernel/process_mm.c:91})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function module_finalize(Elf_Ehdr, Elf_Shdr, module) at arch/m68k/kernel/module.c:125}","{Function module_finalize(Elf_Ehdr, Elf_Shdr, module) at arch/m68k/kernel/module_mm.c:125})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function unfl_vec() at arch/m68k/kernel/traps.c:110}","{Function unfl_vec() at arch/m68k/kernel/traps_mm.c:110})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File gpio.c at arch/m68knommu/platform/coldfire/gpio.c:1}","{File gpio.c at arch/m68k/platform/coldfire/gpio.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File config.c at arch/m68knommu/platform/5206/config.c:1}","{File config.c at arch/m68k/platform/5206/config.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File config.c at arch/m68knommu/platform/527x/config.c:1}","{File config.c at arch/m68k/platform/527x/config.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function config_mvme147() at arch/m68k/kernel/setup.c:134}","{Function config_mvme147() at arch/m68k/kernel/setup_mm.c:134})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function rt_restore_ucontext(pt_regs, switch_stack, ucontext) at arch/m68k/kernel/signal.c:398}","{Function rt_restore_ucontext(pt_regs, switch_stack, ucontext) at arch/m68k/kernel/signal_mm.c:398})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File lshrdi3.c at arch/m68knommu/lib/lshrdi3.c:1}","{File muldi3_mm.c at arch/m68k/lib/muldi3_mm.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File ints.c at arch/m68knommu/platform/68328/ints.c:1}","{File ints.c at arch/m68k/platform/68328/ints.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function system_call() at arch/m68k/kernel/traps.c:43}","{Function system_call() at arch/m68k/kernel/traps_mm.c:43})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function cache_flush_040(unsigned long, int, int, unsigned long) at arch/m68k/kernel/sys_m68k.c:63}","{Function cache_flush_040(unsigned long, int, int, unsigned long) at arch/m68k/kernel/sys_m68k_mm.c:63})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function check_bugs() at arch/m68k/kernel/setup.c:512}","{Function check_bugs() at arch/m68k/kernel/setup_mm.c:512})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function __ashrdi3() at arch/m68k/kernel/m68k_ksyms.c:4}","{Function __ashrdi3() at arch/m68k/kernel/m68k_ksyms_mm.c:4})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File gpio.c at arch/m68knommu/platform/5407/gpio.c:1}","{File gpio.c at arch/m68k/platform/5407/gpio.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function save_fpu_state(sigcontext, pt_regs) at arch/m68k/kernel/signal.c:510}","{Function save_fpu_state(sigcontext, pt_regs) at arch/m68k/kernel/signal_mm.c:510})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function m68k_parse_bootinfo(bi_record) at arch/m68k/kernel/setup.c:145}","{Function m68k_parse_bootinfo(bi_record) at arch/m68k/kernel/setup_mm.c:145})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function handle_restart(pt_regs, k_sigaction, int) at arch/m68k/kernel/signal.c:898}","{Function handle_restart(pt_regs, k_sigaction, int) at arch/m68k/kernel/signal_mm.c:898})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File config.c at arch/m68knommu/platform/68EZ328/config.c:1}","{File config.c at arch/m68k/platform/68EZ328/config.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function dump_fpu(pt_regs, user_m68kfp_struct) at arch/m68k/kernel/process.c:281}","{Function dump_fpu(pt_regs, user_m68kfp_struct) at arch/m68k/kernel/process_mm.c:281})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function operr_vec() at arch/m68k/kernel/traps.c:112}","{Function operr_vec() at arch/m68k/kernel/traps_mm.c:112})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function do_040writeback1(unsigned short, unsigned long, unsigned long) at arch/m68k/kernel/traps.c:319}","{Function do_040writeback1(unsigned short, unsigned long, unsigned long) at arch/m68k/kernel/traps_mm.c:319})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function handle_signal(int, k_sigaction, siginfo_t, sigset_t, pt_regs) at arch/m68k/kernel/signal.c:949}","{Function handle_signal(int, k_sigaction, siginfo_t, sigset_t, pt_regs) at arch/m68k/kernel/signal_mm.c:949})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function inex_vec6() at arch/m68k/kernel/traps.c:135}","{Function inex_vec6() at arch/m68k/kernel/traps_mm.c:135})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File vectors.c at arch/m68knommu/platform/coldfire/vectors.c:1}","{File vectors.c at arch/m68k/platform/coldfire/vectors.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function nmihandler() at arch/m68k/kernel/traps.c:46}","{Function nmihandler() at arch/m68k/kernel/traps_mm.c:46})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function config_sun3x() at arch/m68k/kernel/setup.c:139}","{Function config_sun3x() at arch/m68k/kernel/setup_mm.c:139})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function m68k_vfork(pt_regs) at arch/m68k/kernel/process.c:208}","{Function m68k_vfork(pt_regs) at arch/m68k/kernel/process_mm.c:208})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function hardware_proc_show(seq_file, void) at arch/m68k/kernel/setup.c:470}","{Function hardware_proc_show(seq_file, void) at arch/m68k/kernel/setup_mm.c:470})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function sys_atomic_cmpxchg_32(unsigned long, int, int, int, int, unsigned long __user) at arch/m68k/kernel/sys_m68k.c:485}","{Function sys_atomic_cmpxchg_32(unsigned long, int, int, int, int, unsigned long __user) at arch/m68k/kernel/sys_m68k_mm.c:485})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function setup_frame(int, k_sigaction, sigset_t, pt_regs) at arch/m68k/kernel/signal.c:717}","{Function setup_frame(int, k_sigaction, sigset_t, pt_regs) at arch/m68k/kernel/signal_mm.c:717})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function mangle_kernel_stack(pt_regs, int, void) at arch/m68k/kernel/signal.c:311}","{Function mangle_kernel_stack(pt_regs, int, void) at arch/m68k/kernel/signal_mm.c:311})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File bootlogo.h at arch/m68knommu/platform/68328/bootlogo.h:1}","{File bootlogo.h at arch/m68k/platform/68328/bootlogo.h:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function trap_c(frame) at arch/m68k/kernel/traps.c:1054}","{Function trap_c(frame) at arch/m68k/kernel/traps_mm.c:1054})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File gpio.c at arch/m68knommu/platform/5206e/gpio.c:1}","{File gpio.c at arch/m68k/platform/5206e/gpio.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function default_idle() at arch/m68k/kernel/process.c:72}","{Function default_idle() at arch/m68k/kernel/process_mm.c:72})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function rtc_init() at arch/m68k/kernel/time.c:100}","{Function rtc_init() at arch/m68k/kernel/time_mm.c:100})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function hp300_parse_bootinfo(bi_record) at arch/m68k/kernel/setup.c:126}","{Function hp300_parse_bootinfo(bi_record) at arch/m68k/kernel/setup_mm.c:126})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function kernel_thread(int, void, void, unsigned long) at arch/m68k/kernel/process.c:145}","{Function kernel_thread(int, void, void, unsigned long) at arch/m68k/kernel/process_mm.c:145})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File irq.c at arch/m68knommu/kernel/irq.c:1}","{File irq.c at arch/m68k/kernel/irq.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function put_reg(task_struct, int, unsigned long) at arch/m68k/kernel/ptrace.c:98}","{Function put_reg(task_struct, int, unsigned long) at arch/m68k/kernel/ptrace_mm.c:98})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function setup_rt_frame(int, k_sigaction, siginfo_t, sigset_t, pt_regs) at arch/m68k/kernel/signal.c:802}","{Function setup_rt_frame(int, k_sigaction, siginfo_t, sigset_t, pt_regs) at arch/m68k/kernel/signal_mm.c:802})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function sys_sigsuspend(int, int, old_sigset_t) at arch/m68k/kernel/signal.c:97}","{Function sys_sigsuspend(int, int, old_sigset_t) at arch/m68k/kernel/signal_mm.c:97})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function machine_restart(char) at arch/m68k/kernel/process.c:103}","{Function machine_restart(char) at arch/m68k/kernel/process_mm.c:103})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File checksum.c at arch/m68knommu/lib/checksum.c:1}","{File checksum_no.c at arch/m68k/lib/checksum_no.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function free_io_area() at arch/m68k/mm/kmap.c:82}","{Function free_io_area() at arch/m68k/mm/kmap_mm.c:82})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function time_init() at arch/m68k/kernel/time.c:90}","{Function time_init() at arch/m68k/kernel/time_mm.c:90})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function die_if_kernel(char, pt_regs, int) at arch/m68k/kernel/traps.c:1175}","{Function die_if_kernel(char, pt_regs, int) at arch/m68k/kernel/traps_mm.c:1175})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function setup_sigcontext(sigcontext, pt_regs, unsigned long) at arch/m68k/kernel/signal.c:595}","{Function setup_sigcontext(sigcontext, pt_regs, unsigned long) at arch/m68k/kernel/signal_mm.c:595})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File nettel.c at arch/m68knommu/platform/5307/nettel.c:1}","{File nettel.c at arch/m68k/platform/5307/nettel.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function access_error040(frame) at arch/m68k/kernel/traps.c:416}","{Function access_error040(frame) at arch/m68k/kernel/traps_mm.c:416})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File delay.c at arch/m68knommu/lib/delay.c:1}","{File delay.c at arch/m68k/lib/delay.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function sys_cacheflush(unsigned long, int, int, unsigned long) at arch/m68k/kernel/sys_m68k.c:373}","{Function sys_cacheflush(unsigned long, int, int, unsigned long) at arch/m68k/kernel/sys_m68k_mm.c:373})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function config_apollo() at arch/m68k/kernel/setup.c:133}","{Function config_apollo() at arch/m68k/kernel/setup_mm.c:133})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function push_cache(unsigned long) at arch/m68k/kernel/signal.c:640}","{Function push_cache(unsigned long) at arch/m68k/kernel/signal_mm.c:640})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File setup.c at arch/m68knommu/kernel/setup.c:1}","{File setup_no.c at arch/m68k/kernel/setup_no.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File timers.c at arch/m68knommu/platform/coldfire/timers.c:1}","{File timers.c at arch/m68k/platform/coldfire/timers.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function bvme6000_parse_bootinfo(bi_record) at arch/m68k/kernel/setup.c:123}","{Function bvme6000_parse_bootinfo(bi_record) at arch/m68k/kernel/setup_mm.c:123})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File config.c at arch/m68knommu/platform/5307/config.c:1}","{File config.c at arch/m68k/platform/5307/config.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File muldi3.c at arch/m68knommu/lib/muldi3.c:1}","{File muldi3_no.c at arch/m68k/lib/muldi3_no.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File config.c at arch/m68knommu/platform/5206e/config.c:1}","{File config.c at arch/m68k/platform/5206e/config.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File gpio.c at arch/m68knommu/platform/5249/gpio.c:1}","{File gpio.c at arch/m68k/platform/5249/gpio.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File firebee.c at arch/m68knommu/platform/54xx/firebee.c:1}","{File firebee.c at arch/m68k/platform/54xx/firebee.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function config_mac() at arch/m68k/kernel/setup.c:131}","{Function config_mac() at arch/m68k/kernel/setup_mm.c:131})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File sltimers.c at arch/m68knommu/platform/coldfire/sltimers.c:1}","{File sltimers.c at arch/m68k/platform/coldfire/sltimers.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File config.c at arch/m68knommu/platform/5272/config.c:1}","{File config.c at arch/m68k/platform/5272/config.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function csum_partial_copy_nocheck(void, void, int, __wsum) at arch/m68k/lib/checksum.c:330}","{Function csum_partial_copy_nocheck(void, void, int, __wsum) at arch/m68k/lib/checksum_mm.c:330})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function module_frob_arch_sections(Elf_Ehdr, Elf_Shdr, char, module) at arch/m68k/kernel/module.c:37}","{Function module_frob_arch_sections(Elf_Ehdr, Elf_Shdr, char, module) at arch/m68k/kernel/module_mm.c:37})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function singlestep_disable(task_struct) at arch/m68k/kernel/ptrace.c:126}","{Function singlestep_disable(task_struct) at arch/m68k/kernel/ptrace_mm.c:126})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function die_if_kernel(char, pt_regs) at arch/m68k/kernel/traps.c:240}","{Function die_if_kernel(char, pt_regs) at arch/m68k/kernel/traps_mm.c:240})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File timers.c at arch/m68knommu/platform/68328/timers.c:1}","{File timers.c at arch/m68k/platform/68328/timers.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File config.c at arch/m68knommu/platform/68360/config.c:1}","{File config.c at arch/m68k/platform/68360/config.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function restore_sigcontext(pt_regs, sigcontext, void) at arch/m68k/kernel/signal.c:362}","{Function restore_sigcontext(pt_regs, sigcontext, void) at arch/m68k/kernel/signal_mm.c:362})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File config.c at arch/m68knommu/platform/520x/config.c:1}","{File config.c at arch/m68k/platform/520x/config.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function get_wchan(task_struct) at arch/m68k/kernel/process.c:334}","{Function get_wchan(task_struct) at arch/m68k/kernel/process_mm.c:334})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function m68k_fork(pt_regs) at arch/m68k/kernel/process.c:203}","{Function m68k_fork(pt_regs) at arch/m68k/kernel/process_mm.c:203})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function apply_relocate(Elf32_Shdr, char, unsigned int, unsigned int, module) at arch/m68k/kernel/module.c:45}","{Function apply_relocate(Elf32_Shdr, char, unsigned int, unsigned int, module) at arch/m68k/kernel/module_mm.c:45})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function show_stack(task_struct, unsigned long) at arch/m68k/kernel/traps.c:981}","{Function show_stack(task_struct, unsigned long) at arch/m68k/kernel/traps_mm.c:981})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function fpsp040_die() at arch/m68k/kernel/traps.c:1191}","{Function fpsp040_die() at arch/m68k/kernel/traps_mm.c:1191})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function bad_super_trap(frame) at arch/m68k/kernel/traps.c:1020}","{Function bad_super_trap(frame) at arch/m68k/kernel/traps_mm.c:1020})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function mac_parse_bootinfo(bi_record) at arch/m68k/kernel/setup.c:121}","{Function mac_parse_bootinfo(bi_record) at arch/m68k/kernel/setup_mm.c:121})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function hardware_proc_open(inode, file) at arch/m68k/kernel/setup.c:492}","{Function hardware_proc_open(inode, file) at arch/m68k/kernel/setup_mm.c:492})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function module_alloc(unsigned long) at arch/m68k/kernel/module.c:22}","{Function module_alloc(unsigned long) at arch/m68k/kernel/module_mm.c:22})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function unsupp_vec() at arch/m68k/kernel/traps.c:115}","{Function unsupp_vec() at arch/m68k/kernel/traps_mm.c:115})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function probe040(int, unsigned long, int) at arch/m68k/kernel/traps.c:300}","{Function probe040(int, unsigned long, int) at arch/m68k/kernel/traps_mm.c:300})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File pinmux.c at arch/m68knommu/platform/coldfire/pinmux.c:1}","{File pinmux.c at arch/m68k/platform/coldfire/pinmux.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function buserr() at arch/m68k/kernel/traps.c:44}","{Function buserr() at arch/m68k/kernel/traps_mm.c:44})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File config.c at arch/m68knommu/platform/68VZ328/config.c:1}","{File config.c at arch/m68k/platform/68VZ328/config.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function bus_error030(frame) at arch/m68k/kernel/traps.c:636}","{Function bus_error030(frame) at arch/m68k/kernel/traps_mm.c:636})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function handle_kernel_fault(pt_regs) at arch/m68k/kernel/signal.c:73}","{Function handle_kernel_fault(pt_regs) at arch/m68k/kernel/signal_mm.c:73})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function module_fixup(module, m68k_fixup_info, m68k_fixup_info) at arch/m68k/kernel/module.c:140}","{Function module_fixup(module, m68k_fixup_info, m68k_fixup_info) at arch/m68k/kernel/module_mm.c:140})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function ovfl_vec6() at arch/m68k/kernel/traps.c:132}","{Function ovfl_vec6() at arch/m68k/kernel/traps_mm.c:132})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function dma_sync_sg_for_device(device, scatterlist, int, enum dma_data_direction) at arch/m68k/kernel/dma.c:88}","{Function dma_sync_sg_for_device(device, scatterlist, int, enum dma_data_direction) at arch/m68k/kernel/dma_mm.c:88})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function config_bvme6000() at arch/m68k/kernel/setup.c:136}","{Function config_bvme6000() at arch/m68k/kernel/setup_mm.c:136})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function config_hp300() at arch/m68k/kernel/setup.c:137}","{Function config_hp300() at arch/m68k/kernel/setup_mm.c:137})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function config_q40() at arch/m68k/kernel/setup.c:138}","{Function config_q40() at arch/m68k/kernel/setup_mm.c:138})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File init.c at arch/m68knommu/mm/init.c:1}","{File init_no.c at arch/m68k/mm/init_no.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function do_signal(pt_regs) at arch/m68k/kernel/signal.c:986}","{Function do_signal(pt_regs) at arch/m68k/kernel/signal_mm.c:986})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function adb_probe_sync_enable(char) at arch/m68k/kernel/setup.c:526}","{Function adb_probe_sync_enable(char) at arch/m68k/kernel/setup_mm.c:526})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function __iounmap(void, unsigned long) at arch/m68k/mm/kmap.c:247}","{Function __iounmap(void, unsigned long) at arch/m68k/mm/kmap_mm.c:247})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function q40_parse_bootinfo(bi_record) at arch/m68k/kernel/setup.c:122}","{Function q40_parse_bootinfo(bi_record) at arch/m68k/kernel/setup_mm.c:122})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function snan_vec6() at arch/m68k/kernel/traps.c:130}","{Function snan_vec6() at arch/m68k/kernel/traps_mm.c:130})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function fpu_emu() at arch/m68k/kernel/traps.c:48}","{Function fpu_emu() at arch/m68k/kernel/traps_mm.c:48})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function trap_c(frame) at arch/m68k/kernel/traps.c:245}","{Function trap_c(frame) at arch/m68k/kernel/traps_mm.c:245})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File gpio.c at arch/m68knommu/platform/528x/gpio.c:1}","{File gpio.c at arch/m68k/platform/528x/gpio.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function set_rtc_mmss(unsigned long) at arch/m68k/kernel/time.c:31}","{Function set_rtc_mmss(unsigned long) at arch/m68k/kernel/time_mm.c:31})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function mmu_emu_handle_fault() at arch/m68k/kernel/traps.c:502}","{Function mmu_emu_handle_fault() at arch/m68k/kernel/traps_mm.c:502})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File gpio.c at arch/m68knommu/platform/5272/gpio.c:1}","{File gpio.c at arch/m68k/platform/5272/gpio.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function get_io_area(unsigned long) at arch/m68k/mm/kmap.c:40}","{Function get_io_area(unsigned long) at arch/m68k/mm/kmap_mm.c:40})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File m68k_ksyms.c at arch/m68knommu/kernel/m68k_ksyms.c:1}","{File m68k_ksyms_no.c at arch/m68k/kernel/m68k_ksyms_no.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function ovfl_vec() at arch/m68k/kernel/traps.c:109}","{Function ovfl_vec() at arch/m68k/kernel/traps_mm.c:109})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function sys_sigaltstack(stack_t, stack_t) at arch/m68k/kernel/signal.c:146}","{Function sys_sigaltstack(stack_t, stack_t) at arch/m68k/kernel/signal_mm.c:146})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function timer_interrupt(int, void) at arch/m68k/kernel/time.c:42}","{Function timer_interrupt(int, void) at arch/m68k/kernel/time_mm.c:42})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function show_trace(unsigned long) at arch/m68k/kernel/traps.c:863}","{Function show_trace(unsigned long) at arch/m68k/kernel/traps_mm.c:863})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File config.c at arch/m68knommu/platform/68328/config.c:1}","{File config.c at arch/m68k/platform/68328/config.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function free_io_area() at arch/m68k/mm/kmap.c:46}","{Function free_io_area() at arch/m68k/mm/kmap_mm.c:46})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function config_mvme16x() at arch/m68k/kernel/setup.c:135}","{Function config_mvme16x() at arch/m68k/kernel/setup_mm.c:135})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function restore_fpu_state(sigcontext) at arch/m68k/kernel/signal.c:185}","{Function restore_fpu_state(sigcontext) at arch/m68k/kernel/signal_mm.c:185})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File gpio.c at arch/m68knommu/platform/520x/gpio.c:1}","{File gpio.c at arch/m68k/platform/520x/gpio.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File process.c at arch/m68knommu/kernel/process.c:1}","{File process_no.c at arch/m68k/kernel/process_no.c:1})"
