repository,commit,type,before,after
"curl","a47c142a88c01f69ba0d0c73297f0404508c3493","MOVE","{File polarssl.c at lib/polarssl.c:1}","{File polarssl.c at lib/vtls/polarssl.c:1})"
"curl","a47c142a88c01f69ba0d0c73297f0404508c3493","MOVE","{File curl_darwinssl.c at lib/curl_darwinssl.c:1}","{File curl_darwinssl.c at lib/vtls/curl_darwinssl.c:1})"
"curl","a47c142a88c01f69ba0d0c73297f0404508c3493","MOVE","{File ssluse.c at lib/ssluse.c:1}","{File ssluse.c at lib/vtls/ssluse.c:1})"
"curl","a47c142a88c01f69ba0d0c73297f0404508c3493","MOVE","{File qssl.c at lib/qssl.c:1}","{File qssl.c at lib/vtls/qssl.c:1})"
"linux","51c1e9b554c996284d5d3bd44da829f41a49a21b","MOVE","{File panel.c at drivers/misc/panel.c:1}","{File panel.c at drivers/auxdisplay/panel.c:1})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","CHANGE_SIGNATURE","{Function ff_huffyuvdsp_init(HuffYUVDSPContext) at libavcodec/huffyuvdsp.h:42}","{Function ff_huffyuvdsp_init(HuffYUVDSPContext, AVCodecContext) at libavcodec/huffyuvdsp.h:49})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","MOVE","{Function ff_add_int16_mmx(uint16_t, uint16_t, unsigned, int) at libavcodec/x86/lossless_videodsp_init.c:42}","{Function ff_add_int16_mmx(uint16_t, uint16_t, unsigned, int) at libavcodec/x86/huffyuvdsp_init.c:29})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","MOVE","{Function add_int16_c(uint16_t, uint16_t, unsigned, int) at libavcodec/lossless_videodsp.c:82}","{Function add_int16_c(uint16_t, uint16_t, unsigned, int) at libavcodec/huffyuvdsp.c:26})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","CHANGE_SIGNATURE","{Function ff_llviddsp_init_x86(LLVidDSPContext, AVCodecContext) at libavcodec/x86/lossless_videodsp_init.c:86}","{Function ff_llviddsp_init_x86(LLVidDSPContext) at libavcodec/x86/lossless_videodsp_init.c:82})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","CHANGE_SIGNATURE","{Function ff_llviddsp_init_ppc(LLVidDSPContext, AVCodecContext) at libavcodec/lossless_videodsp.h:45}","{Function ff_llviddsp_init_ppc(LLVidDSPContext) at libavcodec/lossless_videodsp.h:42})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","MOVE","{Function add_hfyu_median_pred_int16_c(uint16_t, uint16_t, uint16_t, unsigned, int, int, int) at libavcodec/lossless_videodsp.c:95}","{Function add_hfyu_median_pred_int16_c(uint16_t, uint16_t, uint16_t, unsigned, int, int, int) at libavcodec/huffyuvdsp.c:39})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","CHANGE_SIGNATURE","{Function ff_llviddsp_init_ppc(LLVidDSPContext, AVCodecContext) at libavcodec/ppc/lossless_videodsp_altivec.c:54}","{Function ff_llviddsp_init_ppc(LLVidDSPContext) at libavcodec/ppc/lossless_videodsp_altivec.c:54})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","CHANGE_SIGNATURE","{Function ff_huffyuvdsp_init(HuffYUVDSPContext) at libavcodec/huffyuvdsp.c:50}","{Function ff_huffyuvdsp_init(HuffYUVDSPContext, AVCodecContext) at libavcodec/huffyuvdsp.c:80})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","MOVE","{Function ff_add_int16_sse2(uint16_t, uint16_t, unsigned, int) at libavcodec/x86/lossless_videodsp_init.c:43}","{Function ff_add_int16_sse2(uint16_t, uint16_t, unsigned, int) at libavcodec/x86/huffyuvdsp_init.c:30})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","CHANGE_SIGNATURE","{Function ff_huffyuvdsp_init_x86(HuffYUVDSPContext) at libavcodec/huffyuvdsp.h:44}","{Function ff_huffyuvdsp_init_x86(HuffYUVDSPContext, AVCodecContext) at libavcodec/huffyuvdsp.h:51})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","CHANGE_SIGNATURE","{Function ff_llviddsp_init(LLVidDSPContext, AVCodecContext) at libavcodec/lossless_videodsp.h:43}","{Function ff_llviddsp_init(LLVidDSPContext) at libavcodec/lossless_videodsp.h:40})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","CHANGE_SIGNATURE","{Function ff_llviddsp_init_x86(LLVidDSPContext, AVCodecContext) at libavcodec/lossless_videodsp.h:44}","{Function ff_llviddsp_init_x86(LLVidDSPContext) at libavcodec/lossless_videodsp.h:41})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","MOVE","{Function ff_add_hfyu_median_pred_int16_mmxext(uint16_t, uint16_t, uint16_t, unsigned, int, int, int) at libavcodec/x86/lossless_videodsp_init.c:46}","{Function ff_add_hfyu_median_pred_int16_mmxext(uint16_t, uint16_t, uint16_t, unsigned, int, int, int) at libavcodec/x86/huffyuvdsp_init.c:35})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","CHANGE_SIGNATURE","{Function ff_llviddsp_init(LLVidDSPContext, AVCodecContext) at libavcodec/lossless_videodsp.c:132}","{Function ff_llviddsp_init(LLVidDSPContext) at libavcodec/lossless_videodsp.c:102})"
"FFmpeg","47f212329e5d73c81e2c67acd6a481bc0fe687b2","CHANGE_SIGNATURE","{Function ff_huffyuvdsp_init_ppc(HuffYUVDSPContext) at libavcodec/huffyuvdsp.h:43}","{Function ff_huffyuvdsp_init_ppc(HuffYUVDSPContext, AVCodecContext) at libavcodec/huffyuvdsp.h:50})"
"linux","c349cdcaba589fb49cf105093ebc695eb8b9ff08","MOVE","{Function klp_get_ftrace_location(unsigned long) at kernel/livepatch/core.c:345}","{Function klp_get_ftrace_location(unsigned long) at kernel/livepatch/patch.c:78})"
"linux","c349cdcaba589fb49cf105093ebc695eb8b9ff08","MOVE","{Function klp_find_ops(unsigned long) at kernel/livepatch/core.c:70}","{Function klp_find_ops(unsigned long) at kernel/livepatch/patch.c:35})"
"linux","c349cdcaba589fb49cf105093ebc695eb8b9ff08","MOVE","{Function klp_unpatch_func(klp_func) at kernel/livepatch/core.c:351}","{Function klp_unpatch_func(klp_func) at kernel/livepatch/patch.c:84})"
"linux","c349cdcaba589fb49cf105093ebc695eb8b9ff08","MOVE","{Function klp_patch_func(klp_func) at kernel/livepatch/core.c:384}","{Function klp_patch_func(klp_func) at kernel/livepatch/patch.c:117})"
"linux","c349cdcaba589fb49cf105093ebc695eb8b9ff08","MOVE","{Function klp_unpatch_object(klp_object) at kernel/livepatch/core.c:451}","{Function klp_unpatch_object(klp_object) at kernel/livepatch/patch.c:184})"
"linux","c349cdcaba589fb49cf105093ebc695eb8b9ff08","MOVE","{Function klp_patch_object(klp_object) at kernel/livepatch/core.c:462}","{Function klp_patch_object(klp_object) at kernel/livepatch/patch.c:195})"
"linux","c349cdcaba589fb49cf105093ebc695eb8b9ff08","MOVE","{Function klp_ftrace_handler(unsigned long, unsigned long, ftrace_ops, pt_regs) at kernel/livepatch/core.c:317}","{Function klp_ftrace_handler(unsigned long, unsigned long, ftrace_ops, pt_regs) at kernel/livepatch/patch.c:50})"
"git","ac6c561b598ae74d8e752e22607194536000e4db","MOVE","{Function find_shared_symref(char, char) at branch.c:363}","{Function find_shared_symref(char, char) at worktree.c:55})"
"git","ac6c561b598ae74d8e752e22607194536000e4db","MOVE","{Function find_shared_symref(char, char) at branch.h:68}","{Function find_shared_symref(char, char) at worktree.h:10})"
"git","ac6c561b598ae74d8e752e22607194536000e4db","MOVE","{Function find_linked_symref(char, char, char) at branch.c:314}","{Function find_linked_symref(char, char, char) at worktree.c:6})"
"curl","e4d6ade4b318c2694937695aeaf2b1e542d394f6","MOVE","{Function Curl_freeaddrinfo(Curl_addrinfo) at lib/hostares.c:305}","{Function Curl_freeaddrinfo(Curl_addrinfo) at lib/hostip.c:571})"
"curl","e4d6ade4b318c2694937695aeaf2b1e542d394f6","MOVE","{Function Curl_ip2addr(in_addr_t, char, int) at lib/hostares.c:333}","{Function Curl_ip2addr(in_addr_t, char, int) at lib/hostip.c:599})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function rtl88eu_phy_iq_calibrate(adapter, bool) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:1051}","{Function rtl88eu_phy_iq_calibrate(adapter, bool) at drivers/staging/rtl8188eu/hal/phy.c:1412})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function phy_iq_calibrate(adapter, s32, u8, bool) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:804}","{Function phy_iq_calibrate(adapter, s32, u8, bool) at drivers/staging/rtl8188eu/hal/phy.c:1165})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function get_right_chnl_for_iqk(u8) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:26}","{Function get_right_chnl_for_iqk(u8) at drivers/staging/rtl8188eu/hal/phy.c:387})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function phy_lc_calibrate(adapter, bool) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:990}","{Function phy_lc_calibrate(adapter, bool) at drivers/staging/rtl8188eu/hal/phy.c:1351})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function rtl88eu_dm_txpower_tracking_callback_thermalmeter(adapter) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:101}","{Function rtl88eu_dm_txpower_tracking_callback_thermalmeter(adapter) at drivers/staging/rtl8188eu/hal/phy.c:462})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function rtl88eu_phy_lc_calibrate(adapter) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:1182}","{Function rtl88eu_phy_lc_calibrate(adapter) at drivers/staging/rtl8188eu/hal/phy.c:1543})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function dm_txpwr_track_setpwr(odm_dm_struct) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:90}","{Function dm_txpwr_track_setpwr(odm_dm_struct) at drivers/staging/rtl8188eu/hal/phy.c:451})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function patha_fill_iqk(adapter, bool, s32, u8, bool) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:535}","{Function patha_fill_iqk(adapter, bool, s32, u8, bool) at drivers/staging/rtl8188eu/hal/phy.c:896})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function simularity_compare(adapter, s32, u8, u8) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:716}","{Function simularity_compare(adapter, s32, u8, u8) at drivers/staging/rtl8188eu/hal/phy.c:1077})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function reload_mac_registers(adapter, u32, u32) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:658}","{Function reload_mac_registers(adapter, u32, u32) at drivers/staging/rtl8188eu/hal/phy.c:1019})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function pathb_fill_iqk(adapter, bool, s32, u8, bool) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:581}","{Function pathb_fill_iqk(adapter, bool, s32, u8, bool) at drivers/staging/rtl8188eu/hal/phy.c:942})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function phy_path_b_iqk(adapter) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:499}","{Function phy_path_b_iqk(adapter) at drivers/staging/rtl8188eu/hal/phy.c:860})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function path_a_standby(adapter) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:699}","{Function path_a_standby(adapter) at drivers/staging/rtl8188eu/hal/phy.c:1060})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function mac_setting_calibration(adapter, u32, u32) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:687}","{Function mac_setting_calibration(adapter, u32, u32) at drivers/staging/rtl8188eu/hal/phy.c:1048})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function path_adda_on(adapter, u32, bool, bool) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:669}","{Function path_adda_on(adapter, u32, bool, bool) at drivers/staging/rtl8188eu/hal/phy.c:1030})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function reload_adda_reg(adapter, u32, u32, u32) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:649}","{Function reload_adda_reg(adapter, u32, u32, u32) at drivers/staging/rtl8188eu/hal/phy.c:1010})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function rtl88eu_dm_txpower_track_adjust(odm_dm_struct, u8, u8, u32) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:46}","{Function rtl88eu_dm_txpower_track_adjust(odm_dm_struct, u8, u8, u32) at drivers/staging/rtl8188eu/hal/phy.c:407})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function pi_mode_switch(adapter, bool) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:707}","{Function pi_mode_switch(adapter, bool) at drivers/staging/rtl8188eu/hal/phy.c:1068})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function phy_path_a_rx_iqk(adapter, bool) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:394}","{Function phy_path_a_rx_iqk(adapter, bool) at drivers/staging/rtl8188eu/hal/phy.c:755})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function phy_path_a_iqk(adapter, bool) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:361}","{Function phy_path_a_iqk(adapter, bool) at drivers/staging/rtl8188eu/hal/phy.c:722})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function save_adda_registers(adapter, u32, u32, u32) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:628}","{Function save_adda_registers(adapter, u32, u32, u32) at drivers/staging/rtl8188eu/hal/phy.c:989})"
"linux","d9124e064d27a52c7a6e4bdc890cf0d63f079e85","MOVE","{Function save_mac_registers(adapter, u32, u32) at drivers/staging/rtl8188eu/hal/HalPhyRf_8188e.c:638}","{Function save_mac_registers(adapter, u32, u32) at drivers/staging/rtl8188eu/hal/phy.c:999})"
"linux","f5bffecda951b59d0d3cdd616d68952abc52bc40","MOVE","{Function sk_filter_select_runtime(sk_filter) at net/core/filter.c:1469}","{Function sk_filter_select_runtime(sk_filter) at kernel/bpf/core.c:522})"
"linux","f5bffecda951b59d0d3cdd616d68952abc52bc40","MOVE","{Function sk_filter_free(sk_filter) at net/core/filter.c:1479}","{Function sk_filter_free(sk_filter) at kernel/bpf/core.c:532})"
"linux","f5bffecda951b59d0d3cdd616d68952abc52bc40","MOVE","{Function __bpf_call_base(u64, u64, u64, u64, u64) at net/core/filter.c:133}","{Function __bpf_call_base(u64, u64, u64, u64, u64) at kernel/bpf/core.c:70})"
"linux","f5bffecda951b59d0d3cdd616d68952abc52bc40","MOVE","{Function bpf_int_jit_compile(sk_filter) at net/core/filter.c:1458}","{Function bpf_int_jit_compile(sk_filter) at kernel/bpf/core.c:511})"
"linux","f5bffecda951b59d0d3cdd616d68952abc52bc40","MOVE","{Function bpf_internal_load_pointer_neg_helper(sk_buff, int, unsigned int) at net/core/filter.c:73}","{Function bpf_internal_load_pointer_neg_helper(sk_buff, int, unsigned int) at kernel/bpf/core.c:52})"
"linux","f5bffecda951b59d0d3cdd616d68952abc52bc40","MOVE","{Function __sk_run_filter(void, sock_filter_int) at net/core/filter.c:147}","{Function __sk_run_filter(void, sock_filter_int) at kernel/bpf/core.c:84})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","CHANGE_SIGNATURE","{Function add_ping(void, IP_Port) at toxcore/ping.c:75}","{Function add_ping(PING, IP_Port) at toxcore/ping.c:70})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","CHANGE_SIGNATURE","{Function send_ping_response(Net_Crypto, IP_Port, uint8_t, uint64_t) at toxcore/ping.c:155}","{Function send_ping_response(PING, IP_Port, uint8_t, uint64_t) at toxcore/ping.c:148})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","RENAME","{Function is_timeout(uint64_t) at toxcore/ping.c:45}","{Function is_ping_timeout(uint64_t) at toxcore/ping.c:41})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","EXTRACT_MOVE","{Function new_DHT(Net_Crypto) at toxcore/DHT.c:1416}","{Function new_ping(DHT, Net_Crypto) at toxcore/ping.c:303})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","CHANGE_SIGNATURE","{Function new_ping() at toxcore/ping.h:10}","{Function new_ping(DHT, Net_Crypto) at toxcore/ping.h:29})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","MOVE","{Function add_toping(DHT, uint8_t, IP_Port) at toxcore/DHT.h:189}","{Function add_toping(PING, uint8_t, IP_Port) at toxcore/ping.h:26})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","MOVE","{Function do_toping(DHT) at toxcore/DHT.c:1396}","{Function do_toping(PING) at toxcore/ping.c:283})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","CHANGE_SIGNATURE","{Function remove_timeouts() at toxcore/ping.c:50}","{Function remove_timeouts(PING) at toxcore/ping.c:46})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","CHANGE_SIGNATURE","{Function kill_ping() at toxcore/ping.h:11}","{Function kill_ping(PING) at toxcore/ping.h:30})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","CHANGE_SIGNATURE","{Function send_ping_request(void, Net_Crypto, IP_Port, uint8_t) at toxcore/ping.c:126}","{Function send_ping_request(PING, IP_Port, uint8_t) at toxcore/ping.c:119})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","CHANGE_SIGNATURE","{Function send_ping_request(void, Net_Crypto, IP_Port, uint8_t) at toxcore/ping.h:14}","{Function send_ping_request(PING, IP_Port, uint8_t) at toxcore/ping.h:32})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","CHANGE_SIGNATURE","{Function is_pinging(void, IP_Port, uint64_t) at toxcore/ping.c:99}","{Function is_pinging(PING, IP_Port, uint64_t) at toxcore/ping.c:93})"
"toxcore","88678e584aaf3956a0c88c80fa65efc505773f7d","MOVE","{Function add_toping(DHT, uint8_t, IP_Port) at toxcore/DHT.c:1367}","{Function add_toping(PING, uint8_t, IP_Port) at toxcore/ping.c:248})"
"linux","eecb3c07e7cce24c35de97e5f895874a8a2e9126","MOVE","{Function usb_stor_print_cmd(us_data, scsi_cmnd) at drivers/staging/keucr/init.c:328}","{Function usb_stor_print_cmd(us_data, scsi_cmnd) at drivers/staging/keucr/transport.c:84})"
"git","b101793c431b858e49b909bb309a87145fb7348c","MOVE","{Function index_has_changes(strbuf) at builtin/am.c:1151}","{Function index_has_changes(strbuf) at merge.c:20})"
"linux","af04aa856e932876e11e0c6d21d82281824e1b11","MOVE_RENAME","{File dmtimer.c at arch/arm/plat-omap/dmtimer.c:1}","{File timer-ti-dm.c at drivers/clocksource/timer-ti-dm.c:1})"
"linux","ae904beaea48d369205c81dbffecc23afcec46de","MOVE_RENAME","{File en_clock.c at drivers/net/ethernet/mellanox/mlx5/core/en_clock.c:1}","{File clock.c at drivers/net/ethernet/mellanox/mlx5/core/lib/clock.c:1})"
"linux","03571e11c4a6d08230657f80970f0a5cc7820471","MOVE_RENAME","{File msi-apic.c at drivers/pci/msi-apic.c:1}","{File msi_ia64.c at arch/ia64/kernel/msi_ia64.c:1})"
"linux","03571e11c4a6d08230657f80970f0a5cc7820471","MOVE_RENAME","{File msi-altix.c at drivers/pci/msi-altix.c:1}","{File msi_sn.c at arch/ia64/sn/kernel/msi_sn.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function rt_setup_ucontext(ucontext, pt_regs) at arch/m68k/kernel/signal.c:610}","{Function rt_setup_ucontext(ucontext, pt_regs) at arch/m68k/kernel/signal_mm.c:610})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File asm-offsets.c at arch/m68knommu/kernel/asm-offsets.c:1}","{File asm-offsets_no.c at arch/m68k/kernel/asm-offsets_no.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function main() at arch/m68k/kernel/asm-offsets.c:22}","{Function main() at arch/m68k/kernel/asm-offsets_mm.c:22})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File dma.c at arch/m68knommu/platform/coldfire/dma.c:1}","{File dma.c at arch/m68k/platform/coldfire/dma.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function do_page_fault(pt_regs, unsigned long, unsigned long) at arch/m68k/kernel/sys_m68k.c:33}","{Function do_page_fault(pt_regs, unsigned long, unsigned long) at arch/m68k/kernel/sys_m68k_mm.c:33})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File bootlogo.h at arch/m68knommu/platform/68EZ328/bootlogo.h:1}","{File bootlogo.h at arch/m68k/platform/68EZ328/bootlogo.h:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function machine_halt() at arch/m68k/kernel/process.c:110}","{Function machine_halt() at arch/m68k/kernel/process_mm.c:110})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function read_persistent_clock(timespec) at arch/m68k/kernel/time.c:74}","{Function read_persistent_clock(timespec) at arch/m68k/kernel/time_mm.c:74})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function unsupp_vec6() at arch/m68k/kernel/traps.c:137}","{Function unsupp_vec6() at arch/m68k/kernel/traps_mm.c:137})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function effadd_vec6() at arch/m68k/kernel/traps.c:138}","{Function effadd_vec6() at arch/m68k/kernel/traps_mm.c:138})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function user_disable_single_step(task_struct) at arch/m68k/kernel/ptrace.c:154}","{Function user_disable_single_step(task_struct) at arch/m68k/kernel/ptrace_mm.c:154})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function kernel_set_cachemode(void, unsigned long, int) at arch/m68k/mm/kmap.c:296}","{Function kernel_set_cachemode(void, unsigned long, int) at arch/m68k/mm/kmap_mm.c:296})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function bsun_vec() at arch/m68k/kernel/traps.c:113}","{Function bsun_vec() at arch/m68k/kernel/traps_mm.c:113})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function ptrace_disable(task_struct) at arch/m68k/kernel/ptrace.c:136}","{Function ptrace_disable(task_struct) at arch/m68k/kernel/ptrace_mm.c:136})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function __ioremap(unsigned long, unsigned long, int) at arch/m68k/mm/kmap.c:106}","{Function __ioremap(unsigned long, unsigned long, int) at arch/m68k/mm/kmap_mm.c:106})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function bus_error030(frame) at arch/m68k/kernel/traps.c:506}","{Function bus_error030(frame) at arch/m68k/kernel/traps_mm.c:506})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function inex_vec() at arch/m68k/kernel/traps.c:108}","{Function inex_vec() at arch/m68k/kernel/traps_mm.c:108})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File commproc.c at arch/m68knommu/platform/68360/commproc.c:1}","{File commproc.c at arch/m68k/platform/68360/commproc.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File signal.c at arch/m68knommu/kernel/signal.c:1}","{File signal_no.c at arch/m68k/kernel/signal_no.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File module.c at arch/m68knommu/kernel/module.c:1}","{File module_no.c at arch/m68k/kernel/module_no.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function flush_thread() at arch/m68k/kernel/process.c:185}","{Function flush_thread() at arch/m68k/kernel/process_mm.c:185})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function dma_map_page(device, page, unsigned long, size_t, enum dma_data_direction) at arch/m68k/kernel/dma.c:108}","{Function dma_map_page(device, page, unsigned long, size_t, enum dma_data_direction) at arch/m68k/kernel/dma_mm.c:108})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File time.c at arch/m68knommu/kernel/time.c:1}","{File time_no.c at arch/m68k/kernel/time_no.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function __ashldi3() at arch/m68k/kernel/m68k_ksyms.c:3}","{Function __ashldi3() at arch/m68k/kernel/m68k_ksyms_mm.c:3})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function trap() at arch/m68k/kernel/traps.c:45}","{Function trap() at arch/m68k/kernel/traps_mm.c:45})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function user_enable_block_step(task_struct) at arch/m68k/kernel/ptrace.c:148}","{Function user_enable_block_step(task_struct) at arch/m68k/kernel/ptrace_mm.c:148})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function base_trap_init() at arch/m68k/kernel/traps.c:63}","{Function base_trap_init() at arch/m68k/kernel/traps_mm.c:63})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function proc_hardware_init() at arch/m68k/kernel/setup.c:504}","{Function proc_hardware_init() at arch/m68k/kernel/setup_mm.c:504})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File cache.c at arch/m68knommu/platform/coldfire/cache.c:1}","{File cache.c at arch/m68k/platform/coldfire/cache.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function trap_init() at arch/m68k/kernel/traps.c:86}","{Function trap_init() at arch/m68k/kernel/traps_mm.c:86})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{Function dma_free_coherent(device, size_t, void, dma_addr_t) at arch/m68k/kernel/dma.c:62}","{Function dma_free_coherent(device, size_t, void, dma_addr_t) at arch/m68k/kernel/dma_mm.c:62})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE_RENAME","{File kmap.c at arch/m68knommu/mm/kmap.c:1}","{File kmap_no.c at arch/m68k/mm/kmap_no.c:1})"
"linux","66d857b08b8c3ed5c72c361f863cce77d2a978d7","MOVE","{File config.c at arch/m68knommu/platform/528x/config.c:1}","{File config.c at arch/m68k/platform/528x/config.c:1})"
