repository,commit,type,before,after
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function lg_floor(size_t) at deps/jemalloc/include/jemalloc/internal/util.h:214}","{Function lg_floor(size_t) at deps/jemalloc/include/jemalloc/internal/bit_util.h:100})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_active_set(bool) at deps/jemalloc/src/prof.c:1912}","{Function prof_active_set(tsdn_t, bool) at deps/jemalloc/src/prof.c:2111})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function bitmap_size(size_t) at deps/jemalloc/include/jemalloc/internal/bitmap.h:97}","{Function bitmap_size(bitmap_info_t) at deps/jemalloc/include/jemalloc/internal/bitmap.h:173})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function lg_floor(size_t) at deps/jemalloc/include/jemalloc/internal/util.h:260}","{Function lg_floor(size_t) at deps/jemalloc/include/jemalloc/internal/bit_util.h:143})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","INLINE","{Function pt_chi2(double, double, double) at deps/jemalloc/test/include/test/math.h:221}","{Function pt_chi2(double, double, double) at deps/jemalloc/test/include/test/math.h:216})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE_RENAME","{Function chunk_dss_sbrk(intptr_t) at deps/jemalloc/src/chunk_dss.c:31}","{Function extent_dss_sbrk(intptr_t) at deps/jemalloc/src/extent_dss.c:41})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function malloc_mutex_prefork(malloc_mutex_t) at deps/jemalloc/src/mutex.c:109}","{Function malloc_mutex_prefork(tsdn_t, malloc_mutex_t) at deps/jemalloc/src/mutex.c:185})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","INLINE","{Function hash_x86_32(void, int, uint32_t) at deps/jemalloc/include/jemalloc/internal/hash.h:88}","{Function hash_x86_32(void, int, uint32_t) at deps/jemalloc/include/jemalloc/internal/hash.h:72})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","EXTRACT","{Function p_test(test_t, ...) at deps/jemalloc/test/src/test.c:63}","{Function p_test_impl(bool, bool, test_t, va_list) at deps/jemalloc/test/src/test.c:113})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function base_postfork_parent() at deps/jemalloc/src/base.c:162}","{Function base_postfork_parent(tsdn_t, base_t) at deps/jemalloc/src/base.c:500})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function malloc_mutex_postfork_parent(malloc_mutex_t) at deps/jemalloc/include/jemalloc/internal/mutex.h:57}","{Function malloc_mutex_postfork_parent(tsdn_t, malloc_mutex_t) at deps/jemalloc/include/jemalloc/internal/mutex.h:132})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function extent_ad_comp(extent_node_t, extent_node_t) at deps/jemalloc/src/extent.c:43}","{Function extent_ad_comp(extent_t, extent_t) at deps/jemalloc/include/jemalloc/internal/extent_inlines.h:391})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_tctx_merge_tdata(prof_tctx_t, prof_tdata_t) at deps/jemalloc/src/prof.c:1035}","{Function prof_tctx_merge_tdata(tsdn_t, prof_tctx_t, prof_tdata_t) at deps/jemalloc/src/prof.c:1055})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_active_ctl(size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:1889}","{Function prof_active_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:2535})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function tcaches_get(tsd_t, unsigned) at deps/jemalloc/include/jemalloc/internal/tcache.h:415}","{Function tcaches_get(tsd_t, unsigned) at deps/jemalloc/include/jemalloc/internal/tcache_inlines.h:214})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","RENAME","{Function mutex_boot() at deps/jemalloc/src/mutex.c:139}","{Function malloc_mutex_boot() at deps/jemalloc/src/mutex.c:211})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","RENAME","{Function TEST_BEGIN() at deps/jemalloc/test/unit/bitmap.c:61}","{Function test_bitmap_unset_body(bitmap_info_t, size_t) at deps/jemalloc/test/unit/bitmap.c:235})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_gctx_create(tsd_t, prof_bt_t) at deps/jemalloc/src/prof.c:548}","{Function prof_gctx_create(tsdn_t, prof_bt_t) at deps/jemalloc/src/prof.c:552})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","EXTRACT_MOVE","{Function prof_tdata_destroy_locked(tsd_t, prof_tdata_t, bool) at deps/jemalloc/src/prof.c:1774}","{Function tsd_tsdn(tsd_t) at deps/jemalloc/include/jemalloc/internal/tsd.h:136})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function tcache_alloc_small_hard(tsd_t, arena_t, tcache_t, tcache_bin_t, szind_t) at deps/jemalloc/include/jemalloc/internal/tcache.h:128}","{Function tcache_alloc_small_hard(tsdn_t, arena_t, tcache_t, cache_bin_t, szind_t, bool) at deps/jemalloc/include/jemalloc/internal/tcache_externs.h:32})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function tcache_bin_flush_small(tsd_t, tcache_t, tcache_bin_t, szind_t, unsigned) at deps/jemalloc/include/jemalloc/internal/tcache.h:130}","{Function tcache_bin_flush_small(tsd_t, tcache_t, cache_bin_t, szind_t, unsigned) at deps/jemalloc/include/jemalloc/internal/tcache_externs.h:34})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_gdump() at deps/jemalloc/include/jemalloc/internal/prof.h:301}","{Function prof_gdump(tsdn_t) at deps/jemalloc/include/jemalloc/internal/prof_externs.h:68})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_gdump_get() at deps/jemalloc/src/prof.c:2041}","{Function prof_gdump_get(tsdn_t) at deps/jemalloc/src/prof.c:2238})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function tcache_arena_dissociate(tcache_t, arena_t) at deps/jemalloc/src/tcache.c:272}","{Function tcache_arena_dissociate(tsdn_t, tcache_t) at deps/jemalloc/src/tcache.c:307})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_tdata_should_destroy(prof_tdata_t, bool) at deps/jemalloc/src/prof.c:126}","{Function prof_tdata_should_destroy(tsdn_t, prof_tdata_t, bool) at deps/jemalloc/src/prof.c:142})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","RENAME","{Function prof_dump_header(bool, prof_cnt_t) at deps/jemalloc/src/prof.c:1284}","{Function prof_dump_header_impl(tsdn_t, bool, prof_cnt_t) at deps/jemalloc/src/prof.c:1325})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function prof_tctx_get() at deps/jemalloc/include/jemalloc/internal/prof.h:399}","{Function prof_tctx_get(tsdn_t, void, alloc_ctx_t) at deps/jemalloc/include/jemalloc/internal/prof_inlines_b.h:39})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_thread_active_set(bool) at deps/jemalloc/include/jemalloc/internal/prof.h:311}","{Function prof_thread_active_set(tsd_t, bool) at deps/jemalloc/include/jemalloc/internal/prof_externs.h:78})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function ixallocx_helper(void, size_t, size_t, size_t, size_t, bool) at deps/jemalloc/src/jemalloc.c:2227}","{Function ixallocx_helper(tsdn_t, void, size_t, size_t, size_t, size_t, bool) at deps/jemalloc/src/jemalloc.c:2752})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_dump_gctx(bool, prof_gctx_t, prof_bt_t, prof_gctx_tree_t) at deps/jemalloc/src/prof.c:1309}","{Function prof_dump_gctx(tsdn_t, bool, prof_gctx_t, prof_bt_t, prof_gctx_tree_t) at deps/jemalloc/src/prof.c:1346})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_active_get() at deps/jemalloc/include/jemalloc/internal/prof.h:307}","{Function prof_active_get(tsdn_t) at deps/jemalloc/include/jemalloc/internal/prof_externs.h:73})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_init(unsigned) at deps/jemalloc/src/jemalloc.c:420}","{Function arena_init(tsdn_t, unsigned, extent_hooks_t) at deps/jemalloc/src/jemalloc.c:357})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function tcache_stats_merge(tcache_t, arena_t) at deps/jemalloc/include/jemalloc/internal/tcache.h:142}","{Function tcache_stats_merge(tsdn_t, tcache_t, arena_t) at deps/jemalloc/include/jemalloc/internal/tcache_externs.h:42})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_thread_active_init_ctl(size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:1864}","{Function prof_thread_active_init_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:2508})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function irallocx_prof_sample(tsd_t, void, size_t, size_t, size_t, bool, tcache_t, arena_t, prof_tctx_t) at deps/jemalloc/src/jemalloc.c:2088}","{Function irallocx_prof_sample(tsdn_t, void, size_t, size_t, size_t, bool, tcache_t, arena_t, prof_tctx_t) at deps/jemalloc/src/jemalloc.c:2594})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","INLINE","{Function to_real3(uint32_t) at deps/jemalloc/test/include/test/SFMT.h:126}","{Function to_real3(uint32_t) at deps/jemalloc/test/include/test/SFMT.h:108})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_thr_uid_alloc() at deps/jemalloc/src/prof.c:1693}","{Function prof_thr_uid_alloc(tsdn_t) at deps/jemalloc/src/prof.c:1890})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function ctl_postfork_child() at deps/jemalloc/include/jemalloc/internal/ctl.h:76}","{Function ctl_postfork_child(tsdn_t) at deps/jemalloc/include/jemalloc/internal/ctl.h:102})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","RENAME","{Function prof_tdata_should_destroy(prof_tdata_t, bool) at deps/jemalloc/src/prof.c:1762}","{Function prof_tdata_should_destroy_unlocked(prof_tdata_t, bool) at deps/jemalloc/src/prof.c:1954})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_tcache_fill_small(arena_t, tcache_bin_t, szind_t, uint64_t) at deps/jemalloc/include/jemalloc/internal/arena.h:450}","{Function arena_tcache_fill_small(tsdn_t, arena_t, tcache_t, cache_bin_t, szind_t, uint64_t) at deps/jemalloc/include/jemalloc/internal/arena_externs.h:47})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_thread_name_alloc(tsd_t, char) at deps/jemalloc/src/prof.c:1937}","{Function prof_thread_name_alloc(tsdn_t, char) at deps/jemalloc/src/prof.c:2133})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function malloc_mutex_postfork_parent(malloc_mutex_t) at deps/jemalloc/src/mutex.c:116}","{Function malloc_mutex_postfork_parent(tsdn_t, malloc_mutex_t) at deps/jemalloc/src/mutex.c:190})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_new(unsigned) at deps/jemalloc/include/jemalloc/internal/arena.h:500}","{Function arena_new(tsdn_t, unsigned, extent_hooks_t) at deps/jemalloc/include/jemalloc/internal/arena_externs.h:81})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","INLINE","{Function pt_gamma(double, double, double, double) at deps/jemalloc/test/include/test/math.h:305}","{Function pt_gamma(double, double, double, double) at deps/jemalloc/test/include/test/math.h:303})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","RENAME","{Function malloc_mutex_lock(malloc_mutex_t) at deps/jemalloc/include/jemalloc/internal/mutex.h:66}","{Function malloc_mutex_lock_slow(malloc_mutex_t) at deps/jemalloc/include/jemalloc/internal/mutex.h:137})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_gdump_ctl(size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:1937}","{Function prof_gdump_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:2584})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_i_dss_ctl(size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:1587}","{Function arena_i_dss_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:2135})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_dalloc_bin_junked_locked(arena_t, arena_chunk_t, void, arena_chunk_map_bits_t) at deps/jemalloc/include/jemalloc/internal/arena.h:469}","{Function arena_dalloc_bin_junked_locked(tsdn_t, arena_t, extent_t, void) at deps/jemalloc/include/jemalloc/internal/arena_externs.h:62})"
"redis","cb9dde3280244ec3b449f081639c37dd5a1916ab","EXTRACT","{Function moduleUnload(sds) at src/module.c:3705}","{Function moduleUnregisterCommands(RedisModule) at src/module.c:3664})"
"obs-studio","8a59d68e477233d324995342814a3a18162197b9","EXTRACT","{Function obs_proprety_text_type(obs_property_t) at libobs/obs-properties.c:741}","{Function obs_property_text_type(obs_property_t) at libobs/obs-properties.c:741})"
"tmux","f56f09ea3871d3099dd31030501b982a4243a372","EXTRACT","{Function mode_tree_key(mode_tree_data, client, key_code, mouse_event) at mode-tree.c:711}","{Function mode_tree_check_selected(mode_tree_data) at mode-tree.c:130})"
"darknet","00d483697a6e395ef6776320cd1e52a04f4367be","EXTRACT","{Function activate(float, ACTIVATION) at src/activations.c:37}","{Function tanh_activate(float) at src/activations.c:41})"
"darknet","00d483697a6e395ef6776320cd1e52a04f4367be","EXTRACT","{Function activate(float, ACTIVATION) at src/activations.c:37}","{Function relu_activate(float) at src/activations.c:39})"
"darknet","00d483697a6e395ef6776320cd1e52a04f4367be","EXTRACT","{Function activate(float, ACTIVATION) at src/activations.c:37}","{Function ramp_activate(float) at src/activations.c:40})"
"darknet","00d483697a6e395ef6776320cd1e52a04f4367be","EXTRACT_MOVE","{Function forward_convolutional_layer(convolutional_layer, float) at src/convolutional_layer.c:90}","{Function activate_array(float, int, ACTIVATION) at src/activations.c:59})"
"darknet","00d483697a6e395ef6776320cd1e52a04f4367be","EXTRACT","{Function activate(float, ACTIVATION) at src/activations.c:37}","{Function sigmoid_activate(float) at src/activations.c:38})"
"toxcore","22b1ebb46e5470d919e1f6896c99a82c29b443d3","EXTRACT","{Function closelist_nodes(DHT, Node_format, uint16_t) at toxcore/DHT.c:2154}","{Function list_nodes(Client_data, unsigned int, Node_format, uint16_t) at toxcore/DHT.c:2133})"
"toxcore","0207fcdfb0e43d425abb026b08c074a6822e0349","EXTRACT","{Function do_receipts(Messenger, int32_t) at toxcore/Messenger.c:353}","{Function friend_received_packet(Messenger, int32_t, uint32_t) at toxcore/Messenger.c:356})"
"toxcore","0207fcdfb0e43d425abb026b08c074a6822e0349","CHANGE_SIGNATURE","{Function callback_file_data(Messenger, void, Messenger, uint8_t, uint16_t, void, void) at toxcore/Messenger.c:988}","{Function callback_file_data(Messenger, void, Messenger, uint8_t, void, void) at toxcore/Messenger.c:999})"
"toxcore","0207fcdfb0e43d425abb026b08c074a6822e0349","CHANGE_SIGNATURE","{Function file_data(Messenger, int32_t, uint8_t, uint8_t, uint16_t) at toxcore/Messenger.h:606}","{Function file_data(Messenger, int32_t, uint32_t, uint8_t, uint16_t) at toxcore/Messenger.h:632})"
"toxcore","0207fcdfb0e43d425abb026b08c074a6822e0349","CHANGE_SIGNATURE","{Function callback_file_data(Messenger, void, Messenger, uint8_t, uint16_t, void, void) at toxcore/Messenger.h:576}","{Function callback_file_data(Messenger, void, Messenger, uint8_t, void, void) at toxcore/Messenger.h:585})"
"toxcore","0207fcdfb0e43d425abb026b08c074a6822e0349","CHANGE_SIGNATURE","{Function callback_file_control(Messenger, void, Messenger, uint8_t, void, void) at toxcore/Messenger.c:976}","{Function callback_file_control(Messenger, void, Messenger, void, void) at toxcore/Messenger.c:987})"
"toxcore","0207fcdfb0e43d425abb026b08c074a6822e0349","CHANGE_SIGNATURE","{Function file_control(Messenger, int32_t, uint8_t, uint8_t, uint8_t, uint8_t, uint16_t) at toxcore/Messenger.h:598}","{Function file_control(Messenger, int32_t, uint32_t, unsigned int) at toxcore/Messenger.h:620})"
"toxcore","0207fcdfb0e43d425abb026b08c074a6822e0349","CHANGE_SIGNATURE","{Function write_file(Tox, int, uint8_t, uint8_t, uint16_t, void) at auto_tests/tox_test.c:129}","{Function write_file(Tox, uint32_t, uint32_t, uint64_t, uint8_t, size_t, void) at auto_tests/tox_test.c:178})"
"toxcore","0207fcdfb0e43d425abb026b08c074a6822e0349","CHANGE_SIGNATURE","{Function callback_file_control(Messenger, void, Messenger, uint8_t, void, void) at toxcore/Messenger.h:568}","{Function callback_file_control(Messenger, void, Messenger, void, void) at toxcore/Messenger.h:577})"
"darknet","8c5364f58569eaeb5582a4915b36b24fc5570c76","INLINE","{Function get_detection_layer_output_size(detection_layer) at src/detection_layer.c:17}","{Function forward_detection_layer_gpu(detection_layer, network_state) at src/detection_layer.c:189})"
"darknet","8c5364f58569eaeb5582a4915b36b24fc5570c76","CHANGE_SIGNATURE","{Function make_detection_layer(int, int, int, int, int, int, int, int) at src/detection_layer.c:22}","{Function make_detection_layer(int, int, int, int, int, int, int) at src/detection_layer.c:13})"
"darknet","8c5364f58569eaeb5582a4915b36b24fc5570c76","CHANGE_SIGNATURE","{Function make_detection_layer(int, int, int, int, int, int, int, int) at src/detection_layer.h:9}","{Function make_detection_layer(int, int, int, int, int, int, int) at src/detection_layer.h:9})"
"darknet","8c5364f58569eaeb5582a4915b36b24fc5570c76","INLINE","{Function get_detection_layer_output_size(detection_layer) at src/detection_layer.c:17}","{Function forward_detection_layer(detection_layer, network_state) at src/detection_layer.c:42})"
"darknet","8c5364f58569eaeb5582a4915b36b24fc5570c76","MOVE_RENAME","{Function draw_swag(image, int, float, box, float, char) at src/swag.c:15}","{Function draw_yolo(image, int, float, box, float, char) at src/yolo.c:14})"
"darknet","8c5364f58569eaeb5582a4915b36b24fc5570c76","MOVE_RENAME","{Function validate_swag_recall(char, char) at src/swag.c:266}","{Function validate_yolo_recall(char, char) at src/yolo.c:274})"
"darknet","8c5364f58569eaeb5582a4915b36b24fc5570c76","CHANGE_SIGNATURE","{Function convert_yolo_detections(float, int, int, int, int, int, int, float, float, box) at src/yolo.c:154}","{Function convert_yolo_detections(float, int, int, int, int, int, int, float, float, box, int) at src/yolo.c:132})"
"darknet","8c5364f58569eaeb5582a4915b36b24fc5570c76","INLINE","{Function get_detection_layer_locations(detection_layer) at src/detection_layer.c:12}","{Function forward_detection_layer(detection_layer, network_state) at src/detection_layer.c:42})"
"git","8b026edac3104ecc40a68fd58b764fb3c717babb","CHANGE_SIGNATURE","{Function git_merge_trees(merge_options, tree, tree, tree) at merge-recursive.c:340}","{Function git_merge_trees(int, tree, tree, tree) at merge-recursive.c:278})"
"git","8b026edac3104ecc40a68fd58b764fb3c717babb","CHANGE_SIGNATURE","{Function merge_content(merge_options, char, int, object_id, int, object_id, int, object_id, int, rename_conflict_info) at merge-recursive.c:2726}","{Function merge_content(merge_options, char, object_id, int, object_id, int, object_id, int, rename_conflict_info) at merge-recursive.c:1736})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function hierarchy_top_prediction(float, tree, float) at src/tree.h:20}","{Function hierarchy_top_prediction(float, tree, float, int) at src/tree.h:20})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function load_weights_upto(network, char, int) at src/parser.c:1008}","{Function load_weights_upto(network, char, int, int) at src/parser.c:1045})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function resize_deconvolutional_layer(deconvolutional_layer, int, int) at src/deconvolutional_layer.h:21}","{Function resize_deconvolutional_layer(layer, int, int) at src/deconvolutional_layer.h:19})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function make_deconvolutional_layer(int, int, int, int, int, int, int, ACTIVATION) at src/deconvolutional_layer.h:20}","{Function make_deconvolutional_layer(int, int, int, int, int, int, int, ACTIVATION, int) at src/deconvolutional_layer.h:18})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function make_reorg_layer(int, int, int, int, int, int) at src/reorg_layer.c:7}","{Function make_reorg_layer(int, int, int, int, int, int, int, int) at src/reorg_layer.c:7})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function make_reorg_layer(int, int, int, int, int, int) at src/reorg_layer.h:9}","{Function make_reorg_layer(int, int, int, int, int, int, int, int) at src/reorg_layer.h:9})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function update_deconvolutional_layer(deconvolutional_layer, float, float, float) at src/deconvolutional_layer.h:23}","{Function update_deconvolutional_layer(layer, int, float, float, float) at src/deconvolutional_layer.h:21})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function delta_region_box(box, float, float, int, int, int, int, int, int, float, float) at src/region_layer.c:81}","{Function delta_region_box(box, float, float, int, int, int, int, int, int, float, float, int) at src/region_layer.c:85})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function float_to_box(float) at src/box.c:6}","{Function float_to_box(float, int) at src/box.c:6})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function print_board(float, int, int) at src/go.c:207}","{Function print_board(FILE, float, int, int) at src/go.c:241})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function hierarchy_predictions(float, int, tree, int) at src/tree.c:37}","{Function hierarchy_predictions(float, int, tree, int, int) at src/tree.c:37})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","INLINE","{Function softmax_tree(float, int, int, float, tree, float) at src/softmax_layer.c:35}","{Function forward_softmax_layer(softmax_layer, network_state) at src/softmax_layer.c:35})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function backward_deconvolutional_layer_gpu(deconvolutional_layer, network_state) at src/deconvolutional_layer.h:14}","{Function backward_deconvolutional_layer_gpu(layer, network_state) at src/deconvolutional_layer.h:12})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function train_go(char, char) at src/go.c:117}","{Function train_go(char, char, int, int, int) at src/go.c:128})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","EXTRACT","{Function score_game(float) at src/go.c:699}","{Function print_game(float, FILE) at src/go.c:478})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function load_weights_upto(network, char, int) at src/parser.h:11}","{Function load_weights_upto(network, char, int, int) at src/parser.h:11})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function random_go_moves(moves, float, float, int) at src/go.c:91}","{Function random_go_moves(moves, int) at src/go.c:93})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function update_deconvolutional_layer_gpu(deconvolutional_layer, float, float, float) at src/deconvolutional_layer.h:15}","{Function update_deconvolutional_layer_gpu(layer, int, float, float, float) at src/deconvolutional_layer.h:13})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function get_hierarchy_probability(float, tree, int) at src/tree.h:21}","{Function get_hierarchy_probability(float, tree, int, int) at src/tree.h:21})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function softmax(float, int, float, float) at src/blas.h:38}","{Function softmax(float, int, float, int, float) at src/blas.h:39})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function hierarchy_top_prediction(float, tree, float) at src/tree.c:53}","{Function hierarchy_top_prediction(float, tree, float, int) at src/tree.c:53})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function backward_deconvolutional_layer(deconvolutional_layer, network_state) at src/deconvolutional_layer.h:24}","{Function backward_deconvolutional_layer(layer, network_state) at src/deconvolutional_layer.h:22})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function deconvolutional_out_width(deconvolutional_layer) at src/deconvolutional_layer.c:17}","{Function deconvolutional_out_width(layer) at src/deconvolutional_layer.c:22})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function float_to_box(float) at src/box.h:12}","{Function float_to_box(float, int) at src/box.h:12})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function get_hierarchy_probability(float, tree, int) at src/tree.c:27}","{Function get_hierarchy_probability(float, tree, int, int) at src/tree.c:27})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function pull_deconvolutional_layer(deconvolutional_layer) at src/deconvolutional_layer.h:17}","{Function pull_deconvolutional_layer(layer) at src/deconvolutional_layer.h:15})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function train_super(char, char) at src/super.c:10}","{Function train_super(char, char, int) at src/super.c:10})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function get_region_box(float, float, int, int, int, int, int, int) at src/region_layer.c:71}","{Function get_region_box(float, float, int, int, int, int, int, int, int) at src/region_layer.c:75})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function forward_deconvolutional_layer(deconvolutional_layer, network_state) at src/deconvolutional_layer.c:130}","{Function forward_deconvolutional_layer(layer, network_state) at src/deconvolutional_layer.c:175})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function push_deconvolutional_layer(deconvolutional_layer) at src/deconvolutional_layer.h:16}","{Function push_deconvolutional_layer(layer) at src/deconvolutional_layer.h:14})"
"darknet","60e952ba694e3e0811db5868d70ad7ebfe676836","CHANGE_SIGNATURE","{Function delta_region_class(float, float, int, int, int, tree, float, float) at src/region_layer.c:98}","{Function delta_region_class(float, float, int, int, int, tree, float, int, float) at src/region_layer.c:102})"
