repository,commit,type,before,after
"nuklear","bd30c124a655400f0f7da127be939919e8b46c58","CHANGE_SIGNATURE","{Function nk_draw_color_picker(nk_command_buffer, nk_rect, nk_rect, nk_rect, nk_color) at nuklear.h:16502}","{Function nk_draw_color_picker(nk_command_buffer, nk_rect, nk_rect, nk_rect, nk_colorf) at nuklear.h:16550})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","CHANGE_SIGNATURE","{Function print_message(Messenger, int, uint8_t, uint16_t, void) at testing/Messenger_test.c:59}","{Function print_message(Messenger, uint32_t, uint8_t, size_t, void) at testing/Messenger_test.c:59})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","CHANGE_SIGNATURE","{Function print_message(Tox, int, uint8_t, uint16_t, void) at testing/tox_shell.c:56}","{Function print_message(Tox, uint32_t, uint8_t, size_t, void) at testing/tox_shell.c:56})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","CHANGE_SIGNATURE","{Function load_data(Tox) at testing/nTox.c:922}","{Function load_data() at testing/nTox.c:932})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","CHANGE_SIGNATURE","{Function print_request(Messenger, uint8_t, uint8_t, uint16_t, void) at testing/Messenger_test.c:69}","{Function print_request(Messenger, uint8_t, uint8_t, size_t, void) at testing/Messenger_test.c:69})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","CHANGE_SIGNATURE","{Function print_statuschange(Tox, int, uint8_t, uint16_t, void) at testing/nTox.c:904}","{Function print_statuschange(Tox, uint32_t, uint8_t, size_t, void) at testing/nTox.c:914})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","CHANGE_SIGNATURE","{Function print_request(Tox, uint8_t, uint8_t, uint16_t, void) at testing/nTox.c:866}","{Function print_request(Tox, uint8_t, uint8_t, size_t, void) at testing/nTox.c:876})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","INLINE","{Function load_data_or_init(Tox, char) at testing/nTox.c:980}","{Function main(int, char) at testing/nTox.c:1208})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","CHANGE_SIGNATURE","{Function print_message(Tox, int, uint8_t, uint16_t, void) at testing/nTox.c:879}","{Function print_message(Tox, uint32_t, uint8_t, size_t, void) at testing/nTox.c:889})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","CHANGE_SIGNATURE","{Function print_nickchange(Tox, int, uint8_t, uint16_t, void) at testing/nTox.c:888}","{Function print_nickchange(Tox, uint32_t, uint8_t, size_t, void) at testing/nTox.c:898})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","CHANGE_SIGNATURE","{Function callback_friend_message(Tox, int, uint8_t, uint16_t, void) at testing/irc_syncbot.c:92}","{Function callback_friend_message(Tox, uint32_t, uint8_t, size_t, void) at testing/irc_syncbot.c:92})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","CHANGE_SIGNATURE","{Function print_online(Tox, int, uint8_t, void) at testing/tox_sync.c:195}","{Function print_online(Tox, uint32_t, uint8_t, void) at testing/tox_sync.c:195})"
"toxcore","d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63","CHANGE_SIGNATURE","{Function print_online(Tox, int, uint8_t, void) at testing/tox_shell.c:48}","{Function print_online(Tox, uint32_t, uint8_t, void) at testing/tox_shell.c:48})"
"redis","60a4f12f8b998c44dfff0e88202b01598287390d","CHANGE_SIGNATURE","{Function setProtocolError(char, client, int) at src/networking.c:36}","{Function setProtocolError(char, client, long) at src/networking.c:36})"
"redis","60a4f12f8b998c44dfff0e88202b01598287390d","CHANGE_SIGNATURE","{Function sdsIncrLen(sds, int) at src/sds.h:256}","{Function sdsIncrLen(sds, ssize_t) at src/sds.h:256})"
"redis","60a4f12f8b998c44dfff0e88202b01598287390d","CHANGE_SIGNATURE","{Function sdsrange(sds, int, int) at src/sds.c:724}","{Function sdsrange(sds, ssize_t, ssize_t) at src/sds.c:724})"
"redis","60a4f12f8b998c44dfff0e88202b01598287390d","CHANGE_SIGNATURE","{Function sdsrange(sds, int, int) at src/sds.h:239}","{Function sdsrange(sds, ssize_t, ssize_t) at src/sds.h:239})"
"redis","60a4f12f8b998c44dfff0e88202b01598287390d","CHANGE_SIGNATURE","{Function sdssplitlen(char, int, char, int, int) at src/sds.h:243}","{Function sdssplitlen(char, ssize_t, char, int, int) at src/sds.h:243})"
"redis","60a4f12f8b998c44dfff0e88202b01598287390d","CHANGE_SIGNATURE","{Function sdsIncrLen(sds, int) at src/sds.c:322}","{Function sdsIncrLen(sds, ssize_t) at src/sds.c:322})"
"redis","60a4f12f8b998c44dfff0e88202b01598287390d","CHANGE_SIGNATURE","{Function rioWriteBulkCount(rio, char, int) at src/rio.c:313}","{Function rioWriteBulkCount(rio, char, long) at src/rio.c:313})"
"redis","60a4f12f8b998c44dfff0e88202b01598287390d","CHANGE_SIGNATURE","{Function rioWriteBulkCount(rio, char, int) at src/rio.h:133}","{Function rioWriteBulkCount(rio, char, long) at src/rio.h:133})"
"redis","60a4f12f8b998c44dfff0e88202b01598287390d","CHANGE_SIGNATURE","{Function sdssplitlen(char, int, char, int, int) at src/sds.c:805}","{Function sdssplitlen(char, ssize_t, char, int, int) at src/sds.c:805})"
"redis","60a4f12f8b998c44dfff0e88202b01598287390d","CHANGE_SIGNATURE","{Function setProtocolError(char, client, int) at src/networking.c:1143}","{Function setProtocolError(char, client, long) at src/networking.c:1143})"
"redis","09e3b3b97588e9847fc016dbad489bbe8b46aa39","CHANGE_SIGNATURE","{Function streamReplyWithRangeFromConsumerPEL(client, stream, streamID, streamID, size_t, streamCG, streamConsumer) at src/t_stream.c:789}","{Function streamReplyWithRangeFromConsumerPEL(client, stream, streamID, streamID, size_t, streamConsumer) at src/t_stream.c:789})"
"redis","09e3b3b97588e9847fc016dbad489bbe8b46aa39","CHANGE_SIGNATURE","{Function streamReplyWithRangeFromConsumerPEL(client, stream, streamID, streamID, size_t, streamCG, streamConsumer) at src/t_stream.c:44}","{Function streamReplyWithRangeFromConsumerPEL(client, stream, streamID, streamID, size_t, streamConsumer) at src/t_stream.c:44})"
"toxcore","d71136262227d68b649ce9fd8e020597c69cce07","CHANGE_SIGNATURE","{Function print_message(Tox, uint32_t, uint8_t, size_t, void) at auto_tests/tox_test.c:36}","{Function print_message(Tox, uint32_t, TOX_MESSAGE_TYPE, uint8_t, size_t, void) at auto_tests/tox_test.c:36})"
"toxcore","d71136262227d68b649ce9fd8e020597c69cce07","CHANGE_SIGNATURE","{Function callback_friend_message(Tox, uint32_t, uint8_t, size_t, void) at testing/irc_syncbot.c:92}","{Function callback_friend_message(Tox, uint32_t, TOX_MESSAGE_TYPE, uint8_t, size_t, void) at testing/irc_syncbot.c:92})"
"toxcore","d71136262227d68b649ce9fd8e020597c69cce07","CHANGE_SIGNATURE","{Function print_message(Tox, uint32_t, uint8_t, size_t, void) at testing/tox_shell.c:56}","{Function print_message(Tox, uint32_t, TOX_MESSAGE_TYPE, uint8_t, size_t, void) at testing/tox_shell.c:56})"
"toxcore","d71136262227d68b649ce9fd8e020597c69cce07","CHANGE_SIGNATURE","{Function print_message(Messenger, uint32_t, uint8_t, size_t, void) at testing/Messenger_test.c:59}","{Function print_message(Messenger, uint32_t, unsigned int, uint8_t, size_t, void) at testing/Messenger_test.c:59})"
"toxcore","d71136262227d68b649ce9fd8e020597c69cce07","RENAME","{Function send_message_generic(Messenger, int32_t, uint8_t, uint32_t, uint8_t, uint32_t) at toxcore/Messenger.c:466}","{Function m_send_message_generic(Messenger, int32_t, uint8_t, uint8_t, uint32_t, uint32_t) at toxcore/Messenger.c:467})"
"toxcore","d71136262227d68b649ce9fd8e020597c69cce07","CHANGE_SIGNATURE","{Function tox_friend_send_message(Tox, uint32_t, uint8_t, size_t, TOX_ERR_FRIEND_SEND_MESSAGE) at toxcore/tox.h:1288}","{Function tox_friend_send_message(Tox, uint32_t, TOX_MESSAGE_TYPE, uint8_t, size_t, TOX_ERR_FRIEND_SEND_MESSAGE) at toxcore/tox.h:1305})"
"toxcore","d71136262227d68b649ce9fd8e020597c69cce07","CHANGE_SIGNATURE","{Function tox_friend_send_message(Tox, uint32_t, uint8_t, size_t, TOX_ERR_FRIEND_SEND_MESSAGE) at toxcore/tox.c:797}","{Function tox_friend_send_message(Tox, uint32_t, TOX_MESSAGE_TYPE, uint8_t, size_t, TOX_ERR_FRIEND_SEND_MESSAGE) at toxcore/tox.c:801})"
"toxcore","d71136262227d68b649ce9fd8e020597c69cce07","CHANGE_SIGNATURE","{Function print_message(Tox, uint32_t, uint8_t, size_t, void) at testing/nTox.c:884}","{Function print_message(Tox, uint32_t, TOX_MESSAGE_TYPE, uint8_t, size_t, void) at testing/nTox.c:884})"
"vim","1dd45fb4f3371f0256653b2186c8b4b3d26b3f41","CHANGE_SIGNATURE","{Function gui_mch_stop_blink() at src/gui_photon.c:2275}","{Function gui_mch_stop_blink(int) at src/gui_photon.c:2275})"
"vim","1dd45fb4f3371f0256653b2186c8b4b3d26b3f41","CHANGE_SIGNATURE","{Function gui_mch_stop_blink() at src/gui_w32.c:640}","{Function gui_mch_stop_blink(int) at src/gui_w32.c:640})"
"vim","1dd45fb4f3371f0256653b2186c8b4b3d26b3f41","CHANGE_SIGNATURE","{Function gui_mch_stop_blink() at src/gui_mac.c:5158}","{Function gui_mch_stop_blink(int) at src/gui_mac.c:5158})"
"vim","1dd45fb4f3371f0256653b2186c8b4b3d26b3f41","CHANGE_SIGNATURE","{Function gui_mch_stop_blink() at src/gui_gtk_x11.c:895}","{Function gui_mch_stop_blink(int) at src/gui_gtk_x11.c:895})"
"vim","1dd45fb4f3371f0256653b2186c8b4b3d26b3f41","CHANGE_SIGNATURE","{Function gui_mch_stop_blink() at src/gui_x11.c:3107}","{Function gui_mch_stop_blink(int) at src/gui_x11.c:3107})"
"git","6862ebbfcbdd44b68dbdcfecd432432bdf22b2e5","CHANGE_SIGNATURE","{Function has_loose_object_nonlocal(unsigned char) at sha1_file.c:740}","{Function has_loose_object_nonlocal(object_id) at sha1_file.c:740})"
"git","6862ebbfcbdd44b68dbdcfecd432432bdf22b2e5","CHANGE_SIGNATURE","{Function check_and_freshen_local(unsigned char, int) at sha1_file.c:712}","{Function check_and_freshen_local(object_id, int) at sha1_file.c:712})"
"git","6862ebbfcbdd44b68dbdcfecd432432bdf22b2e5","CHANGE_SIGNATURE","{Function check_and_freshen(unsigned char, int) at sha1_file.c:734}","{Function check_and_freshen(object_id, int) at sha1_file.c:734})"
"git","6862ebbfcbdd44b68dbdcfecd432432bdf22b2e5","CHANGE_SIGNATURE","{Function freshen_packed_object(unsigned char) at sha1_file.c:1669}","{Function freshen_packed_object(object_id) at sha1_file.c:1669})"
"git","6862ebbfcbdd44b68dbdcfecd432432bdf22b2e5","CHANGE_SIGNATURE","{Function has_loose_object(unsigned char) at sha1_file.c:745}","{Function has_loose_object(object_id) at sha1_file.c:745})"
"git","6862ebbfcbdd44b68dbdcfecd432432bdf22b2e5","CHANGE_SIGNATURE","{Function has_loose_object_nonlocal(unsigned char) at cache.h:1278}","{Function has_loose_object_nonlocal(object_id) at cache.h:1278})"
"git","6862ebbfcbdd44b68dbdcfecd432432bdf22b2e5","CHANGE_SIGNATURE","{Function freshen_loose_object(unsigned char) at sha1_file.c:1664}","{Function freshen_loose_object(object_id) at sha1_file.c:1664})"
"git","6862ebbfcbdd44b68dbdcfecd432432bdf22b2e5","CHANGE_SIGNATURE","{Function check_and_freshen_nonlocal(unsigned char, int) at sha1_file.c:722}","{Function check_and_freshen_nonlocal(object_id, int) at sha1_file.c:722})"
"linux","6e04b103568983bd699fac96b80a9b96ede68118","EXTRACT","{Function bnxt_qplib_disable_nq(bnxt_qplib_nq) at drivers/infiniband/hw/bnxt_re/qplib_fp.c:339}","{Function bnxt_qplib_nq_stop_irq(bnxt_qplib_nq, bool) at drivers/infiniband/hw/bnxt_re/qplib_fp.c:339})"
"linux","6e04b103568983bd699fac96b80a9b96ede68118","EXTRACT","{Function bnxt_qplib_enable_rcfw_channel(pci_dev, bnxt_qplib_rcfw, int, int, int, int, bnxt_qplib_rcfw, void, void) at drivers/infiniband/hw/bnxt_re/qplib_rcfw.c:617}","{Function bnxt_qplib_rcfw_start_irq(bnxt_qplib_rcfw, int, bool) at drivers/infiniband/hw/bnxt_re/qplib_rcfw.c:627})"
"linux","6e04b103568983bd699fac96b80a9b96ede68118","EXTRACT","{Function bnxt_qplib_disable_rcfw_channel(bnxt_qplib_rcfw) at drivers/infiniband/hw/bnxt_re/qplib_rcfw.c:585}","{Function bnxt_qplib_rcfw_stop_irq(bnxt_qplib_rcfw, bool) at drivers/infiniband/hw/bnxt_re/qplib_rcfw.c:585})"
"linux","6e04b103568983bd699fac96b80a9b96ede68118","EXTRACT","{Function bnxt_qplib_enable_nq(pci_dev, bnxt_qplib_nq, int, int, int, int, bnxt_qplib_nq, bnxt_qplib_cq, int, bnxt_qplib_nq, bnxt_qplib_srq, u8) at drivers/infiniband/hw/bnxt_re/qplib_fp.c:364}","{Function bnxt_qplib_nq_start_irq(bnxt_qplib_nq, int, int, bool) at drivers/infiniband/hw/bnxt_re/qplib_fp.c:374})"
"php-src","6c035f53f143c065aa3befbdbacd30ce691cff2a","EXTRACT","{Function ZEND_INI_MH() at Zend/zend_ini.c:637}","{Function zend_ini_parse_bool(zend_string) at Zend/zend_ini.c:512})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function ctl_bymib(size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:943}","{Function ctl_bymib(tsd_t, size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:1218})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","INLINE","{Function set_errno(int) at deps/jemalloc/include/jemalloc/internal/util.h:289}","{Function set_errno(int) at deps/jemalloc/include/jemalloc/internal/util.h:46})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function ixallocx_prof_sample(void, size_t, size_t, size_t, size_t, bool, prof_tctx_t) at deps/jemalloc/src/jemalloc.c:2240}","{Function ixallocx_prof_sample(tsdn_t, void, size_t, size_t, size_t, size_t, bool, prof_tctx_t) at deps/jemalloc/src/jemalloc.c:2765})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function rtree_delete_subtree(rtree_t, rtree_node_elm_t, unsigned) at deps/jemalloc/src/rtree.c:62}","{Function rtree_delete_subtree(tsdn_t, rtree_t, rtree_node_elm_t, unsigned) at deps/jemalloc/src/rtree.c:62})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function ctl_nametomib(char, size_t, size_t) at deps/jemalloc/src/ctl.c:928}","{Function ctl_nametomib(tsd_t, char, size_t, size_t) at deps/jemalloc/src/ctl.c:1204})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_i_purge_ctl(size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:1570}","{Function arena_i_purge_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:2004})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function bitmap_size(size_t) at deps/jemalloc/src/bitmap.c:42}","{Function bitmap_size(bitmap_info_t) at deps/jemalloc/src/bitmap.c:118})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function rtree_node_valid(rtree_node_elm_t) at deps/jemalloc/include/jemalloc/internal/rtree.h:152}","{Function rtree_node_valid(rtree_node_elm_t) at deps/jemalloc/src/rtree.c:154})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_tctx_merge_gctx(prof_tctx_t, prof_gctx_t) at deps/jemalloc/src/prof.c:1067}","{Function prof_tctx_merge_gctx(tsdn_t, prof_tctx_t, prof_gctx_t) at deps/jemalloc/src/prof.c:1086})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_thread_name_alloc(tsd_t, char) at deps/jemalloc/src/prof.c:130}","{Function prof_thread_name_alloc(tsdn_t, char) at deps/jemalloc/src/prof.c:146})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_dump_ctl(size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:1914}","{Function prof_dump_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:2561})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function tcache_arena_reassociate(tcache_t, arena_t, arena_t) at deps/jemalloc/include/jemalloc/internal/tcache.h:135}","{Function tcache_arena_reassociate(tsdn_t, tcache_t, arena_t) at deps/jemalloc/include/jemalloc/internal/tcache_externs.h:38})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function malloc_vsnprintf(char, size_t, char, va_list) at deps/jemalloc/include/jemalloc/internal/util.h:151}","{Function malloc_vsnprintf(char, size_t, char, va_list) at deps/jemalloc/include/jemalloc/internal/malloc_io.h:52})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_thread_name_get() at deps/jemalloc/include/jemalloc/internal/prof.h:306}","{Function prof_thread_name_get(tsd_t) at deps/jemalloc/include/jemalloc/internal/prof_externs.h:75})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","EXTRACT","{Function zone_memalign(malloc_zone_t, size_t, size_t) at deps/jemalloc/src/zone.c:109}","{Function zone_memalign(malloc_zone_t, size_t, size_t) at deps/jemalloc/src/zone.c:184})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","RENAME","{File tcache.h at deps/jemalloc/include/jemalloc/internal/tcache.h:1}","{File tcache_externs.h at deps/jemalloc/include/jemalloc/internal/tcache_externs.h:1})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","INLINE","{Function bin_info_init() at deps/jemalloc/src/arena.c:3186}","{Function arena_boot() at deps/jemalloc/src/arena.c:1917})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function inallocx(size_t, int) at deps/jemalloc/src/jemalloc.c:2381}","{Function inallocx(tsdn_t, size_t, int) at deps/jemalloc/src/jemalloc.c:2964})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function prof_tctx_reset(void, size_t, void, prof_tctx_t) at deps/jemalloc/include/jemalloc/internal/prof.h:419}","{Function prof_tctx_reset(tsdn_t, void, prof_tctx_t) at deps/jemalloc/include/jemalloc/internal/prof_inlines_b.h:56})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function JEMALLOC_CC_SILENCE_INIT() at deps/jemalloc/src/jemalloc.c:1857}","{Function JEMALLOC_CC_SILENCE_INIT() at deps/jemalloc/src/large.c:26})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function base_postfork_parent() at deps/jemalloc/include/jemalloc/internal/base.h:16}","{Function base_postfork_parent(tsdn_t, base_t) at deps/jemalloc/include/jemalloc/internal/base_externs.h:18})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function prof_tctx_set(void, size_t, prof_tctx_t) at deps/jemalloc/include/jemalloc/internal/prof.h:409}","{Function prof_tctx_set(tsdn_t, void, size_t, alloc_ctx_t, prof_tctx_t) at deps/jemalloc/include/jemalloc/internal/prof_inlines_b.h:47})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_stats_merge(arena_t, char, ssize_t, size_t, size_t, arena_stats_t, malloc_bin_stats_t, malloc_large_stats_t, malloc_huge_stats_t) at deps/jemalloc/include/jemalloc/internal/arena.h:496}","{Function arena_stats_merge(tsdn_t, arena_t, unsigned, char, ssize_t, ssize_t, size_t, size_t, size_t, arena_stats_t, bin_stats_t, arena_stats_large_t) at deps/jemalloc/include/jemalloc/internal/arena_externs.h:22})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_postfork_child(arena_t) at deps/jemalloc/include/jemalloc/internal/arena.h:504}","{Function arena_postfork_child(tsdn_t, arena_t) at deps/jemalloc/include/jemalloc/internal/arena_externs.h:92})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_postfork_parent() at deps/jemalloc/src/prof.c:2201}","{Function prof_postfork_parent(tsdn_t) at deps/jemalloc/src/prof.c:2428})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arenas_bin_i_index(size_t, size_t, size_t) at deps/jemalloc/src/ctl.c:1809}","{Function arenas_bin_i_index(tsdn_t, size_t, size_t, size_t) at deps/jemalloc/src/ctl.c:2433})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function tcache_enabled_get() at deps/jemalloc/include/jemalloc/internal/tcache.h:155}","{Function tcache_enabled_get(tsd_t) at deps/jemalloc/include/jemalloc/internal/tcache_inlines.h:11})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function ctl_postfork_parent() at deps/jemalloc/src/ctl.c:1012}","{Function ctl_postfork_parent(tsdn_t) at deps/jemalloc/src/ctl.c:1284})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function base_prefork() at deps/jemalloc/include/jemalloc/internal/base.h:15}","{Function base_prefork(tsdn_t, base_t) at deps/jemalloc/include/jemalloc/internal/base_externs.h:17})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","RENAME","{File arena.h at deps/jemalloc/include/jemalloc/internal/arena.h:1}","{File arena_externs.h at deps/jemalloc/include/jemalloc/internal/arena_externs.h:1})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function tcache_boot() at deps/jemalloc/include/jemalloc/internal/tcache.h:146}","{Function tcache_boot(tsdn_t) at deps/jemalloc/include/jemalloc/internal/tcache_externs.h:46})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function tcache_bin_flush_large(tsd_t, tcache_bin_t, szind_t, unsigned, tcache_t) at deps/jemalloc/src/tcache.c:168}","{Function tcache_bin_flush_large(tsd_t, cache_bin_t, szind_t, unsigned, tcache_t) at deps/jemalloc/src/tcache.c:188})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function rtree_delete(rtree_t) at deps/jemalloc/include/jemalloc/internal/rtree.h:99}","{Function rtree_delete(tsdn_t, rtree_t) at deps/jemalloc/include/jemalloc/internal/rtree.h:126})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function thread_prof_active_ctl(size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:1426}","{Function thread_prof_active_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t) at deps/jemalloc/src/ctl.c:1829})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","INLINE","{Function ln_gamma(double) at deps/jemalloc/test/include/test/math.h:18}","{Function ln_gamma(double) at deps/jemalloc/test/include/test/math.h:9})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_palloc(tsd_t, arena_t, size_t, size_t, bool, tcache_t) at deps/jemalloc/include/jemalloc/internal/arena.h:466}","{Function arena_palloc(tsdn_t, arena_t, size_t, size_t, bool, tcache_t) at deps/jemalloc/include/jemalloc/internal/arena_externs.h:57})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function tsd_init_finish(tsd_init_head_t, tsd_init_block_t) at deps/jemalloc/include/jemalloc/internal/tsd.h:586}","{Function tsd_init_finish(tsd_init_head_t, tsd_init_block_t) at deps/jemalloc/include/jemalloc/internal/tsd_generic.h:23})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function base_postfork_child() at deps/jemalloc/include/jemalloc/internal/base.h:17}","{Function base_postfork_child(tsdn_t, base_t) at deps/jemalloc/include/jemalloc/internal/base_externs.h:19})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_ralloc(tsd_t, arena_t, void, size_t, size_t, size_t, bool, tcache_t) at deps/jemalloc/include/jemalloc/internal/arena.h:490}","{Function arena_ralloc(tsdn_t, arena_t, void, size_t, size_t, size_t, bool, tcache_t) at deps/jemalloc/include/jemalloc/internal/arena_externs.h:67})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE","{Function malloc_write(char) at deps/jemalloc/include/jemalloc/internal/util.h:145}","{Function malloc_write(char) at deps/jemalloc/include/jemalloc/internal/malloc_io.h:46})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function prof_tctx_should_destroy(prof_tctx_t) at deps/jemalloc/src/prof.c:610}","{Function prof_tctx_should_destroy(tsdn_t, prof_tctx_t) at deps/jemalloc/src/prof.c:613})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_dalloc_bin_junked_locked(arena_t, arena_chunk_t, void, arena_chunk_map_bits_t) at deps/jemalloc/src/arena.c:2506}","{Function arena_dalloc_bin_junked_locked(tsdn_t, arena_t, extent_t, void) at deps/jemalloc/src/arena.c:1556})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function malloc_mutex_postfork_child(malloc_mutex_t) at deps/jemalloc/src/mutex.c:123}","{Function malloc_mutex_postfork_child(tsdn_t, malloc_mutex_t) at deps/jemalloc/src/mutex.c:195})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function ctl_postfork_child() at deps/jemalloc/src/ctl.c:1019}","{Function ctl_postfork_child(tsdn_t) at deps/jemalloc/src/ctl.c:1289})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function arena_malloc_small(arena_t, size_t, bool) at deps/jemalloc/src/arena.c:2147}","{Function arena_malloc_small(tsdn_t, arena_t, szind_t, bool) at deps/jemalloc/src/arena.c:1316})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","INLINE","{Function genrand_real3(sfmt_t) at deps/jemalloc/test/include/test/SFMT.h:133}","{Function genrand_real3(sfmt_t) at deps/jemalloc/test/include/test/SFMT.h:114})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function ctl_nametomib(char, size_t, size_t) at deps/jemalloc/include/jemalloc/internal/ctl.h:69}","{Function ctl_nametomib(tsd_t, char, size_t, size_t) at deps/jemalloc/include/jemalloc/internal/ctl.h:95})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","CHANGE_SIGNATURE","{Function base_prefork() at deps/jemalloc/src/base.c:155}","{Function base_prefork(tsdn_t, base_t) at deps/jemalloc/src/base.c:495})"
"redis","08e1c8e820031751bd58736cc334dda1bc55cb5c","EXTRACT","{Function hash_variant_verify(hash_variant_t) at deps/jemalloc/test/unit/hash.c:62}","{Function hash_variant_verify_key(hash_variant_t, uint8_t) at deps/jemalloc/test/unit/hash.c:60})"
